,,,,,1.0,,,0.151852,135.222,128.444,,131.333,,,,,,-2.2702299999999997,1
,,,,,1.27778,,,2.9963,3.96296,1.44444,,4.0,,,,,,-2.61865,2
,,,,,1.0,,,5.05185,143.444,136.889,,142.556,,,,,,-2.52165,1
,,,,,2.0,,,0.418519,51.5926,47.7778,,45.7778,,,,,,-1.96125,3
,,,,,1.66667,,,1.0222200000000001,18.6296,19.7778,,13.8889,,,,,,-1.33379,0
,,,,,1.33333,,,1.6420400000000002,5.88889,3.22222,,6.66667,,,,,,-2.86995,2
,,,,,0.22222199999999998,,,0.0740741,0.8888889999999999,0.0,,0.22222199999999998,,,,,,-2.1617599999999997,2
,,,,,0.277778,,,0.557773,6.40741,4.11111,,3.66667,,,,,,-2.03415,4
,,,,,1.27778,,,1.04172,14.5185,11.1111,,17.8889,,,,,,2.6341799999999997,6
,,,,,3.88889,,,2.39134,12.1852,6.66667,,9.0,,,,,,-2.26899,2
,,,,,0.722223,,,0.389679,70.3704,60.0,,61.0,,,,,,-2.1288,3
,,,,,0.77778,,,0.620632,129.259,118.333,,125.444,,,,,,-2.3824400000000003,1
,,,,,3.05556,,,5.2182,57.3333,51.0,,51.0,,,,,,-2.1120900000000002,5
,,,,,1.05556,,,0.5074069999999999,22.5926,20.0,,16.6667,,,,,,-1.8424900000000002,0
,,,,,0.9444440000000001,,,0.58373,114.259,101.0,,109.444,,,,,,-2.3759799999999998,1
,,,,,0.833333,,,90.8296,39.2222,35.7778,,34.3333,,,,,,-1.9850299999999999,3
,,,,,0.44444399999999995,,,0.18257400000000001,0.777778,0.0,,0.0,,,,,,-2.0944,4
,,,,,0.9444450000000001,,,0.6912149999999999,1.77778,0.44444399999999995,,1.0,,,,,,-2.2375599999999998,2
,,,,,3.94444,,,1.9710900000000002,56.3704,48.5556,,47.7778,,,,,,-2.06061,3
,,,,,3.44444,,,0.38968200000000003,20.8519,16.8889,,17.2222,,,,,,-2.12569,4
,,,,,0.22222199999999998,,,0.07777780000000001,4.14815,3.88889,,1.8888900000000002,,,,,,-1.47564,0
,,,,,6.66667,,,12.33,34.7037,20.5556,,26.2222,,,,,,-2.25556,2
,,,,,0.8888889999999999,,,4.60741,14.0741,11.6667,,13.7778,,,,,,-3.0150799999999998,6
,,,,,1.9444400000000002,,,0.6518510000000001,55.3704,50.3333,,48.8889,,,,,,-2.00619,3
,,,,,3.55556,,,3.8666699999999996,24.8148,24.3333,,18.5556,,,,,,-1.62045,0
,,,,,0.777777,,,0.403686,112.22200000000001,98.3333,,107.444,,,,,,-2.38614,1
,,,,,2.22222,,,3.14074,20.0,20.0,,14.8889,,,,,,-1.55762,0
,,,,,0.388889,,,0.64693,24.2593,17.2222,,29.5556,,,,,,2.84342,6
,,,,,3.7222199999999996,,,19.4963,4.88889,2.22222,,3.33333,,,,,,-2.21647,2
,,,,,0.166667,,,4.34074,1.40741,1.0,,0.777778,,,,,,-2.00027,4
,,,,,2.0,,,3.07439,50.5556,45.7778,,43.7778,,,,,,-1.9786599999999999,5
,,,,,2.5,,,0.785184,66.2593,60.2222,,58.8889,,,,,,-2.0277700000000003,3
,,,,,2.16667,,,1.58348,12.8519,10.4444,,15.3333,,,,,,2.6282099999999997,6
,,,,,1.05556,,,0.488889,23.037,21.6667,,17.4444,,,,,,-1.74125,0
