%
%                 Introduction
%                 ============
%
% In my work on context-sensitive learning, I used the "Deterding Vowel
% Recognition Data", but I found it necessary to reformulate the data.
% Implicit in the original data is contextual information on the
% speaker's gender and identity. For my work, it was necessary to make
% this information explicit. The file "vowel-context.data" adds the
% speaker's sex and identity as new features. The format of the data file
% is described below.
%
%
% Peter Turney
% peter@ai.iit.nrc.ca
%
%
%
%                 References
%                 ==========
%
% P. Turney. "Robust Classification With Context-Sensitive Features."
% Proceedings of the Sixth International Conference on Industrial
% and Engineering Applications of Artificial Intelligence and Expert
% Systems (IEA/AIE-93): 268-276. 1993.
%
% URL: ftp://ai.iit.nrc.ca/pub/ksl-papers/NRC-35074.ps.Z
%
%
% P. Turney. "Exploiting Context When Learning to Classify."
% Proceedings of the European Conference on Machine Learning
% (ECML-93): 402-407. 1993.
%
% URL: ftp://ai.iit.nrc.ca/pub/ksl-papers/NRC-35058.ps.Z
%
%
%
%                 File Structure
%                 ==============
%
%
%         Column          Description
%         -------------------------------
%         0               Train or Test
%         1               Speaker Number
%         2               Sex
%         3               Feature 0
%         4               Feature 1
%         5               Feature 2
%         6               Feature 3
%         7               Feature 4
%         8               Feature 5
%         9               Feature 6
%         10              Feature 7
%         11              Feature 8
%         12              Feature 9
%         13              Class
%
%
%
%
%                 Numerical Codes
%                 ===============
%
%
%         Speaker         Code Number
%         ---------------------------
%         Andrew          0
%         Bill            1
%         David           2
%         Mark            3
%         Jo              4
%         Kate            5
%         Penny           6
%         Rose            7
%         Mike            8
%         Nick            9
%         Rich            10
%         Tim             11
%         Sarah           12
%         Sue             13
%         Wendy           14
%
%
%
%         Set             Number
%         ---------------------------
%         Train           0
%         Test            1
%
%
%
%         Sex             Number
%         ---------------------------
%         Male            0
%         Female          1
%
%
%
%         Class           Number
%         ---------------------------
%         hid             0
%         hId             1
%         hEd             2
%         hAd             3
%         hYd             4
%         had             5
%         hOd             6
%         hod             7
%         hUd             8
%         hud             9
%         hed             10
%
%
%
%
%
%         Speaker         Code Number     Sex             Train/Test
%         ---------------------------------------------------------------
%         Andrew          0               0               0
%         Bill            1               0               0
%         David           2               0               0
%         Mark            3               0               0
%         Jo              4               1               0
%         Kate            5               1               0
%         Penny           6               1               0
%         Rose            7               1               0
%         Mike            8               0               1
%         Nick            9               0               1
%         Rich            10              0               1
%         Tim             11              0               1
%         Sarah           12              1               1
%         Sue             13              1               1
%         Wendy           14              1               1
%
%
% Num Instances:  990
% Num Attributes: 14
% Num missing:    0 /  0.0%
%
%     name                      type enum ints real     missing    distinct  (1)
%   1 'Train or Test'           Enum 100%   0%   0%     0 /  0%     2 /  0%   0%
%   2 'Speaker Number'          Enum   0% 100%   0%     0 /  0%    15 /  2%   0%
%   3 'Sex'                     Enum   0% 100%   0%     0 /  0%     2 /  0%   0%
%   4 'Feature 0'               Real   0%   0% 100%     0 /  0%   853 / 86%  74%
%   5 'Feature 1'               Real   0%   0% 100%     0 /  0%   877 / 89%  78%
%   6 'Feature 2'               Real   0%   0% 100%     0 /  0%   815 / 82%  67%
%   7 'Feature 3'               Real   0%   0% 100%     0 /  0%   836 / 84%  71%
%   8 'Feature 4'               Real   0%   0% 100%     0 /  0%   803 / 81%  66%
%   9 'Feature 5'               Real   0%   0% 100%     0 /  0%   798 / 81%  64%
%  10 'Feature 6'               Real   0%   0% 100%     0 /  0%   748 / 76%  57%
%  11 'Feature 7'               Real   0%   0% 100%     0 /  0%   794 / 80%  64%
%  12 'Feature 8'               Real   0%   0% 100%     0 /  0%   788 / 80%  63%
%  13 'Feature 9'               Real   0%   0% 100%     0 /  0%   775 / 78%  60%
%  14 'Class'                   Enum   0% 100%   0%     0 /  0%    11 /  1%   0%
%
%
%
%
% Relabeled values in attribute 'Speaker Number'
%    From: 0                       To: Andrew
%    From: 1                       To: Bill
%    From: 2                       To: David
%    From: 3                       To: Mark
%    From: 4                       To: Jo
%    From: 5                       To: Kate
%    From: 6                       To: Penny
%    From: 7                       To: Rose
%    From: 8                       To: Mike
%    From: 9                       To: Nick
%    From: 10                      To: Rich
%    From: 11                      To: Tim
%    From: 12                      To: Sarah
%    From: 13                      To: Sue
%    From: 14                      To: Wendy
%
%
% Relabeled values in attribute 'Sex'
%    From: 0                       To: Male
%    From: 1                       To: Female
%
%
% Relabeled values in attribute 'Class'
%    From: 0                       To: hid
%    From: 1                       To: hId
%    From: 2                       To: hEd
%    From: 3                       To: hAd
%    From: 4                       To: hYd
%    From: 5                       To: had
%    From: 6                       To: hOd
%    From: 7                       To: hod
%    From: 8                       To: hUd
%    From: 9                       To: hud
%    From: 10                      To: hed
%
@RELATION vowel

@ATTRIBUTE "Train or Test" {Train, Test}
@ATTRIBUTE "Speaker Number" {Andrew, Bill, David, Mark, Jo, Kate, Penny, Rose, Mike, Nick, Rich, Tim, Sarah, Sue, Wendy}
@ATTRIBUTE Sex {Male, Female}
@ATTRIBUTE "Feature 0" REAL
@ATTRIBUTE "Feature 1" REAL
@ATTRIBUTE "Feature 2" REAL
@ATTRIBUTE "Feature 3" REAL
@ATTRIBUTE "Feature 4" REAL
@ATTRIBUTE "Feature 5" REAL
@ATTRIBUTE "Feature 6" REAL
@ATTRIBUTE "Feature 7" REAL
@ATTRIBUTE "Feature 8" REAL
@ATTRIBUTE "Feature 9" REAL
@ATTRIBUTE Class {hid, hId, hEd, hAd, hYd, had, hOd, hod, hUd, hud, hed}

@DATA
Train,Andrew,Male,-3.604,0.235,-0.836,1.786,-0.153,1.642,-0.096,?,?,-1.003,hid
Train,Kate,Female,-3.462,2.648,-0.447,0.0,-0.416,0.767,0.569,?,?,-0.798,hOd
Test,Nick,Male,-4.718,3.281,-0.203,0.651,-0.883,1.413,-0.663,?,?,-0.307,hud
Test,Tim,Male,-3.823,3.536,-2.07,0.245,-0.442,1.125,0.73,?,?,-0.64,hod
Test,Rich,Male,-4.083,2.315,-0.375,0.52,-0.019,-0.211,-0.172,?,?,0.168,hUd
Train,Andrew,Male,-3.593,0.29,-0.782,1.707,-0.175,1.662,-0.137,?,?,-0.926,hid
Train,Penny,Female,-2.665,1.633,-0.384,-0.111,-0.001,0.234,0.033,?,?,0.219,hed
Test,Sarah,Female,-3.189,2.62,-0.833,0.45,0.009,0.444,-0.348,?,?,0.081,hed
Test,Rich,Male,-3.034,0.694,-1.007,1.453,0.155,1.48,0.179,?,?,-0.563,hId
Test,Sue,Female,-4.711,1.166,1.244,1.746,0.311,-0.305,-0.691,?,?,1.023,hid
Train,Rose,Female,-4.393,2.137,0.57,1.397,0.293,-0.836,-0.966,?,?,1.184,hId
Train,Bill,Male,-3.902,3.586,0.334,-0.669,-1.087,0.255,0.461,?,?,0.535,hod
Train,David,Male,-2.447,1.914,-0.208,1.641,-1.159,0.104,-0.539,?,?,0.786,hOd
Test,Sue,Female,-3.194,1.589,-0.774,0.814,-1.087,0.618,0.218,?,?,0.526,hAd
Train,Kate,Female,-4.788,3.632,-0.71,0.3,0.366,-0.121,0.403,?,?,-1.32,hud
Train,Mark,Male,-1.953,-0.596,-1.543,0.619,0.056,1.742,0.592,?,?,-0.523,hid
Test,Wendy,Female,-3.119,3.135,-1.466,-0.352,-0.023,0.752,0.143,?,?,0.721,hYd
Train,Penny,Female,-2.708,2.396,0.728,0.336,-1.437,-0.344,-0.411,?,?,-0.717,hOd
Test,Tim,Male,-4.022,0.941,-0.623,1.461,0.02,1.904,-0.074,?,?,-0.211,hud
Train,David,Male,-4.376,2.216,-0.269,1.32,-0.66,0.159,0.719,?,?,0.472,hud
Train,Mark,Male,-2.834,0.654,0.733,1.434,-0.716,-0.028,-0.841,?,?,0.885,hOd
Test,Mike,Male,-2.696,1.26,0.436,0.657,-1.161,0.805,0.062,?,?,-0.334,had
Train,Kate,Female,-3.086,1.01,-0.627,1.508,0.338,0.747,-0.479,?,?,0.645,hEd
Train,Kate,Female,-3.846,1.426,-0.607,1.434,-0.072,1.13,-0.535,?,?,-0.385,hUd
Test,Rich,Male,-2.615,1.185,-1.162,0.395,0.459,0.345,0.298,?,?,-0.307,hEd
Train,Bill,Male,-2.554,1.117,0.42,-0.022,-0.645,0.02,0.145,?,?,0.073,had
Train,Kate,Female,-2.875,0.868,-0.728,1.439,0.355,0.846,-0.378,?,?,0.505,hEd
Test,Sarah,Female,-2.364,3.743,-1.393,-0.361,-0.354,1.004,0.208,?,?,0.722,hYd
Train,Penny,Female,-5.158,2.488,1.064,-0.343,0.352,0.18,-0.05,?,?,-0.249,hud
Test,Sarah,Female,-2.46,3.706,-1.304,-0.339,-0.487,1.125,0.187,?,?,0.944,hYd
Train,Mark,Male,-2.464,1.968,0.026,0.078,-0.542,0.074,0.051,?,?,-0.437,had
Test,Nick,Male,-4.13,3.291,-1.424,0.359,-0.273,1.297,-0.454,?,?,-0.709,hUd
Test,Wendy,Female,-2.924,2.731,-1.138,0.066,0.1,0.683,0.162,?,?,0.827,had
Train,Mark,Male,-3.246,0.712,0.39,0.82,-1.352,1.074,0.197,?,?,0.485,hUd
Train,Bill,Male,-2.489,1.773,-0.18,-0.152,-0.353,0.133,-0.186,?,?,-0.285,had
Train,David,Male,-3.33,1.529,-0.552,2.023,-0.845,0.016,0.049,?,?,0.386,hUd
Train,Penny,Female,-5.08,2.241,0.971,-0.374,0.501,0.226,0.144,?,?,-0.3,hud
Test,Rich,Male,-3.707,1.486,-0.494,0.402,0.183,0.186,0.234,?,?,-0.408,hed
Train,David,Male,-3.549,1.905,-0.509,1.963,-1.2,0.847,-0.157,?,?,-0.586,hUd
Test,Sarah,Female,-3.396,3.867,-1.029,-0.603,-0.573,0.78,1.209,?,?,-0.562,hod
Train,Jo,Female,-2.842,1.343,-0.713,0.003,0.126,0.411,0.538,?,?,0.092,had
Train,David,Male,-2.176,1.952,-0.144,1.659,-1.128,0.28,-0.658,?,?,0.505,hYd
Test,Sue,Female,-3.567,2.081,-0.579,0.845,0.126,0.381,-0.179,?,?,0.987,had
Test,Wendy,Female,-3.811,2.123,0.278,1.552,0.754,0.492,-0.584,?,?,0.652,hId
Test,Sue,Female,-4.057,1.925,0.521,1.331,0.273,-0.167,-0.365,?,?,0.716,hId
Train,Jo,Female,-4.071,2.754,-0.232,-0.262,0.356,0.694,0.381,?,?,-0.859,hUd
Train,Penny,Female,-4.2,2.201,-0.31,-0.392,0.968,0.7,-0.328,?,?,0.15,hUd
Train,Penny,Female,-3.208,-0.608,-0.516,1.098,1.529,1.069,0.186,?,?,-0.059,hid
Test,Sarah,Female,-2.577,2.449,-0.38,0.174,-0.41,0.383,0.19,?,?,-0.084,had
Train,Andrew,Male,-3.665,0.337,-0.641,1.791,-0.194,1.686,-0.359,?,?,-0.841,hid
Test,Tim,Male,-3.117,2.876,-0.746,-0.047,-0.427,-0.053,0.453,?,?,-0.489,hOd
