% NAME: Sonar, Mines vs. Rocks
%
% SUMMARY: This is the data set used by Gorman and Sejnowski in their study
% of the classification of sonar signals using a neural network [1].  The
% task is to train a network to discriminate between sonar signals bounced
% off a metal cylinder and those bounced off a roughly cylindrical rock.
%
% SOURCE: The data set was contributed to the benchmark collection by Terry
% Sejnowski, now at the Salk Institute and the University of California at
% San Deigo.  The data set was developed in collaboration with R. Paul
% Gorman of Allied-Signal Aerospace Technology Center.
%
% MAINTAINER: Scott E. Fahlman
%
% PROBLEM DESCRIPTION:
%
% The file "sonar.mines" contains 111 patterns obtained by bouncing sonar
% signals off a metal cylinder at various angles and under various
% conditions.  The file "sonar.rocks" contains 97 patterns obtained from
% rocks under similar conditions.  The transmitted sonar signal is a
% frequency-modulated chirp, rising in frequency.  The data set contains
% signals obtained from a variety of different aspect angles, spanning 90
% degrees for the cylinder and 180 degrees for the rock.
%
% Each pattern is a set of 60 numbers in the range 0.0 to 1.0.  Each number
% represents the energy within a particular frequency band, integrated over
% a certain period of time.  The integration aperture for higher frequencies
% occur later in time, since these frequencies are transmitted later during
% the chirp.
%
% The label associated with each record contains the letter "R" if the object
% is a rock and "M" if it is a mine (metal cylinder).  The numbers in the
% labels are in increasing order of aspect angle, but they do not encode the
% angle directly.
%
% METHODOLOGY:
%
% This data set can be used in a number of different ways to test learning
% speed, quality of ultimate learning, ability to generalize, or combinations
% of these factors.
%
% In [1], Gorman and Sejnowski report two series of experiments: an
% "aspect-angle independent" series, in which the whole data set is used
% without controlling for aspect angle, and an "aspect-angle dependent"
% series in which the training and testing sets were carefully controlled to
% ensure that each set contained cases from each aspect angle in
% appropriate proportions.
%
% For the aspect-angle independent experiments the combined set of 208 cases
% is divided randomly into 13 disjoint sets with 16 cases in each.  For each
% experiment, 12 of these sets are used as training data, while the 13th is
% reserved for testing.  The experiment is repeated 13 times so that every
% case appears once as part of a test set.  The reported performance is an
% average over the entire set of 13 different test sets, each run 10 times.
%
% It was observed that this random division of the sample set led to rather
% uneven performance.  A few of the splits gave poor results, presumably
% because the test set contains some samples from aspect angles that are
% under-represented in the corresponding training set.  This motivated Gorman
% and Sejnowski to devise a different set of experiments in which an attempt
% was made to balance the training and test sets so that each would have a
% representative number of samples from all aspect angles.  Since detailed
% aspect angle information was not present in the data base of samples, the
% 208 samples were first divided into clusters, using a 60-dimensional
% Euclidian metric; each of these clusters was then divided between the
% 104-member training set and the 104-member test set.
%
% The actual training and testing samples used for the "aspect angle
% dependent" experiments are marked in the data files.  The reported
% performance is an average over 10 runs with this single division of the
% data set.
%
% A standard back-propagation network was used for all experiments.  The
% network had 60 inputs and 2 output units, one indicating a cylinder and the
% other a rock.  Experiments were run with no hidden units (direct
% connections from each input to each output) and with a single hidden layer
% with 2, 3, 6, 12, or 24 units.  Each network was trained by 300 epochs over
% the entire training set.
%
% The weight-update formulas used in this study were slightly different from
% the standard form.  A learning rate of 2.0 and momentum of 0.0 was used.
% Errors less than 0.2 were treated as zero.  Initial weights were uniform
% random values in the range -0.3 to +0.3.
%
% RESULTS:
%
% For the angle independent experiments, Gorman and Sejnowski report the
% following results for networks with different numbers of hidden units:
%
% Hidden	% Right on	Std.	% Right on	Std.
% Units	Training set	Dev.	Test Set	Dev.
% ------	------------	----	----------	----
% 0	89.4		2.1	77.1		8.3
% 2	96.5		0.7	81.9		6.2
% 3	98.8		0.4	82.0		7.3
% 6	99.7		0.2	83.5		5.6
% 12	99.8		0.1	84.7		5.7
% 24	99.8		0.1	84.5		5.7
%
% For the angle-dependent experiments Gorman and Sejnowski report the
% following results:
%
% Hidden	% Right on	Std.	% Right on	Std.
% Units	Training set	Dev.	Test Set	Dev.
% ------	------------	----	----------	----
% 0	79.3		3.4	73.1		4.8
% 2	96.2		2.2	85.7		6.3
% 3	98.1		1.5	87.6		3.0
% 6	99.4		0.9	89.3		2.4
% 12	99.8		0.6	90.4		1.8
% 24     100.0		0.0	89.2		1.4
%
% Not surprisingly, the network's performance on the test set was somewhat
% better when the aspect angles in the training and test sets were balanced.
%
% Gorman and Sejnowski further report that a nearest neighbor classifier on
% the same data gave an 82.7% probability of correct classification.
%
% Three trained human subjects were each tested on 100 signals, chosen at
% random from the set of 208 returns used to create this data set.  Their
% responses ranged between 88% and 97% correct.  However, they may have been
% using information from the raw sonar signal that is not preserved in the
% processed data sets presented here.
%
% REFERENCES:
%
% 1. Gorman, R. P., and Sejnowski, T. J. (1988).  "Analysis of Hidden Units
% in a Layered Network Trained to Classify Sonar Targets" in Neural Networks,
% Vol. 1, pp. 75-89.
%
%
%
%
% Relabeled values in attribute 'Class'
%    From: R                       To: Rock
%    From: M                       To: Mine
%
@RELATION sonar

@ATTRIBUTE attribute_1 REAL
@ATTRIBUTE attribute_2 REAL
@ATTRIBUTE attribute_3 REAL
@ATTRIBUTE attribute_4 REAL
@ATTRIBUTE attribute_5 REAL
@ATTRIBUTE attribute_6 REAL
@ATTRIBUTE attribute_7 REAL
@ATTRIBUTE attribute_8 REAL
@ATTRIBUTE attribute_9 REAL
@ATTRIBUTE attribute_10 REAL
@ATTRIBUTE attribute_11 REAL
@ATTRIBUTE attribute_12 REAL
@ATTRIBUTE attribute_13 REAL
@ATTRIBUTE attribute_14 REAL
@ATTRIBUTE attribute_15 REAL
@ATTRIBUTE attribute_16 REAL
@ATTRIBUTE attribute_17 REAL
@ATTRIBUTE attribute_18 REAL
@ATTRIBUTE attribute_19 REAL
@ATTRIBUTE attribute_20 REAL
@ATTRIBUTE attribute_21 REAL
@ATTRIBUTE attribute_22 REAL
@ATTRIBUTE attribute_23 REAL
@ATTRIBUTE attribute_24 REAL
@ATTRIBUTE attribute_25 REAL
@ATTRIBUTE attribute_26 REAL
@ATTRIBUTE attribute_27 REAL
@ATTRIBUTE attribute_28 REAL
@ATTRIBUTE attribute_29 REAL
@ATTRIBUTE attribute_30 REAL
@ATTRIBUTE attribute_31 REAL
@ATTRIBUTE attribute_32 REAL
@ATTRIBUTE attribute_33 REAL
@ATTRIBUTE attribute_34 REAL
@ATTRIBUTE attribute_35 REAL
@ATTRIBUTE attribute_36 REAL
@ATTRIBUTE attribute_37 REAL
@ATTRIBUTE attribute_38 REAL
@ATTRIBUTE attribute_39 REAL
@ATTRIBUTE attribute_40 REAL
@ATTRIBUTE attribute_41 REAL
@ATTRIBUTE attribute_42 REAL
@ATTRIBUTE attribute_43 REAL
@ATTRIBUTE attribute_44 REAL
@ATTRIBUTE attribute_45 REAL
@ATTRIBUTE attribute_46 REAL
@ATTRIBUTE attribute_47 REAL
@ATTRIBUTE attribute_48 REAL
@ATTRIBUTE attribute_49 REAL
@ATTRIBUTE attribute_50 REAL
@ATTRIBUTE attribute_51 REAL
@ATTRIBUTE attribute_52 REAL
@ATTRIBUTE attribute_53 REAL
@ATTRIBUTE attribute_54 REAL
@ATTRIBUTE attribute_55 REAL
@ATTRIBUTE attribute_56 REAL
@ATTRIBUTE attribute_57 REAL
@ATTRIBUTE attribute_58 REAL
@ATTRIBUTE attribute_59 REAL
@ATTRIBUTE attribute_60 REAL
@ATTRIBUTE Class {Rock, Mine}

@DATA
?,0.0146,0.0026,0.0141,0.0421,?,0.0361,?,0.1398,0.1045,0.0904,0.0671,0.0997,?,0.0346,?,0.1626,0.3652,0.3262,0.2995,0.2109,0.2104,?,0.2282,0.0747,0.1969,0.4086,0.6385,0.797,0.7508,0.5517,0.2214,0.4672,0.4479,0.2297,0.3235,?,0.5581,0.652,0.5354,0.2478,0.2268,0.1788,0.0898,0.0536,?,0.099,0.0956,0.0317,?,0.0076,0.0223,0.0255,?,?,?,0.0018,0.0048,0.0089,0.0085,Rock
?,0.0484,0.0299,0.0297,0.0652,?,0.2363,?,0.0075,0.1882,0.1456,0.1892,0.3176,?,0.2169,?,0.2589,0.2786,0.2298,0.0656,0.1441,0.1179,?,0.1783,0.2476,0.257,0.1036,0.5356,0.7124,0.6291,0.4756,0.6015,0.7208,0.6234,0.5725,0.7523,?,0.9252,0.9709,0.9297,0.8995,0.7911,0.56,0.2838,0.4407,?,0.4331,0.2905,0.1981,?,0.0396,0.0173,0.0149,?,?,?,0.0029,0.016,0.0106,0.0134,Rock
?,0.0956,0.1321,0.1408,0.1674,?,0.0731,?,0.2083,0.3513,0.1786,0.0658,0.0513,?,0.5419,?,0.515,0.4262,0.2024,0.4233,0.7723,0.9735,?,0.5559,0.5268,0.6826,0.5713,0.5429,0.2177,0.2149,0.5811,0.6323,0.2965,0.1873,0.2969,0.5163,?,0.4283,0.5479,0.6133,0.5017,0.2377,0.1957,0.1749,0.1304,?,0.1124,0.1047,0.0507,?,0.0195,0.0201,0.0248,?,?,?,0.0092,0.0143,0.0036,0.0103,Rock
?,0.0901,0.1276,0.1497,0.1284,?,0.1285,?,0.183,0.2127,0.2891,0.3985,0.4576,?,0.5027,?,0.2579,0.3177,0.2745,0.6186,0.8958,0.7442,?,0.2811,0.1773,0.6607,0.7576,0.5122,0.4701,0.5479,0.4347,0.1276,0.0846,0.0927,0.0313,0.0998,?,0.1586,0.3001,0.2208,0.1455,0.2895,0.3203,0.1414,0.0629,?,0.0805,0.0608,0.0565,?,0.0154,0.0154,0.0156,?,?,?,0.0087,0.0101,0.0095,0.0068,Mine
?,0.0108,0.0267,0.0257,0.041,?,0.1053,?,0.2105,0.2471,0.268,0.3049,0.2863,?,0.1165,?,0.2062,0.2222,0.3241,0.433,0.5071,0.5944,?,0.7641,0.8878,0.9711,0.988,0.9812,0.9464,0.8542,0.6457,0.3397,0.3828,0.3204,0.1331,0.044,?,0.203,0.1652,0.1043,0.1066,0.211,0.2417,0.1631,0.0769,?,0.0912,0.0812,0.0496,?,0.0089,0.0083,0.008,?,?,?,0.0071,0.0044,0.0022,0.0014,Mine
?,0.0383,0.0505,0.0707,0.1313,?,0.2263,?,0.3595,0.5915,0.6675,0.5679,0.5175,?,0.2002,?,0.2937,0.3424,0.5949,0.7526,0.8959,0.8147,?,0.7378,0.7201,0.8254,0.8917,0.982,0.8179,0.4848,0.3203,0.2775,0.2382,0.2911,0.1675,0.3156,?,0.3391,0.5993,0.4124,0.1181,0.3651,0.4655,0.4777,0.3517,?,0.1227,0.1785,0.1085,?,0.0346,0.0167,0.0199,?,?,?,0.0043,0.0027,0.0055,0.0057,Mine
?,0.0346,0.0168,0.0177,0.0393,?,0.2028,?,0.2328,0.2684,0.3108,0.2933,0.2275,?,0.1801,?,0.2732,0.2862,0.2034,0.174,0.413,0.6879,?,0.8453,0.8919,0.93,0.9987,1.0,0.8104,0.6199,0.6041,0.5547,0.416,0.1472,0.0849,0.0608,?,0.1411,0.1676,0.12,0.1201,0.1036,0.1977,0.1339,0.0902,?,0.1521,0.1363,0.0858,?,0.0203,0.0116,0.0098,?,?,?,0.0065,0.0115,0.0193,0.0157,Mine
?,0.0294,0.0476,0.0539,0.0794,?,0.1136,?,0.1235,0.0842,0.0357,0.0689,0.1705,?,0.4602,?,0.7327,0.7843,0.7988,0.8261,1.0,0.9814,?,0.9601,0.9118,0.9086,0.7931,0.5877,0.3474,0.4235,0.4633,0.341,0.2849,0.2847,0.1742,0.0549,?,0.1154,0.0855,0.1811,0.1264,0.0799,0.0378,0.1268,0.1125,?,0.0949,0.0677,0.0259,?,0.0033,0.015,0.0111,?,?,?,0.0137,0.0015,0.0069,0.0051,Rock
?,0.2339,0.3059,0.4264,0.401,?,0.1853,?,0.1929,0.2231,0.2907,0.2259,0.3136,?,0.366,?,0.4386,0.467,0.5255,0.3735,0.2243,0.1973,?,0.6532,0.507,0.2796,0.4163,0.595,0.5242,0.4178,0.3714,0.2375,0.0863,0.1437,0.2896,0.4577,?,0.3372,0.3803,0.4181,0.3603,0.2711,0.1653,0.1951,0.2811,?,0.1921,0.15,0.0665,?,0.0156,0.0362,0.021,?,?,?,0.0106,0.0127,0.0178,0.0231,Mine
?,0.0423,0.0554,0.0783,0.062,?,0.1201,?,0.1206,0.0279,0.2251,0.2615,0.177,?,0.4533,?,0.4616,0.3797,0.345,0.2665,0.2395,0.1127,?,0.5169,0.3779,0.4082,0.5353,0.5116,0.4544,0.4258,0.3869,0.3939,0.4661,0.3974,0.2194,0.1816,?,0.2108,0.3253,0.3697,0.2912,0.301,0.2563,0.1927,0.2062,?,0.0841,0.1035,0.0641,?,0.0081,0.0191,0.0182,?,?,?,0.0242,0.0224,0.019,0.0096,Mine
?,0.0186,0.0131,0.0211,0.061,?,0.0612,?,0.0989,0.1093,0.1063,0.1179,0.1291,?,0.168,?,0.1615,0.1647,0.1397,0.1426,0.2429,0.2816,?,0.6443,0.9061,1.0,0.8087,0.6119,0.526,0.3677,0.2746,0.102,0.1339,0.1582,0.1952,0.1787,?,0.1096,0.1762,0.2481,0.315,0.292,0.1902,0.0696,0.0758,?,0.0441,0.0244,0.0265,?,0.014,0.0074,0.0063,?,?,?,0.0028,0.0019,0.0049,0.0023,Rock
?,0.042,0.0446,0.0551,0.0597,?,0.0956,?,0.1618,0.2558,0.3078,0.3404,0.34,?,0.3352,?,0.2086,0.2248,0.3382,0.4578,0.6474,0.6708,?,0.7619,0.7745,0.6767,0.7373,0.7834,0.9619,1.0,0.8086,0.5558,0.5409,0.4988,0.3108,0.2897,?,0.096,0.2287,0.3228,0.3454,0.3882,0.324,0.0926,0.1173,?,0.0766,0.0969,0.0588,?,0.0118,0.0146,0.004,?,?,?,0.0101,0.0068,0.0053,0.0087,Mine
?,0.0213,0.0058,0.019,0.0319,?,0.1004,?,0.0691,0.0242,0.0728,0.0639,0.3002,?,0.4767,?,0.3175,0.416,0.6428,1.0,0.8631,0.5212,?,0.5952,0.7732,0.6042,0.4375,0.5487,0.472,0.6235,0.3851,0.159,0.3891,0.5294,0.3504,0.448,?,0.5031,0.6475,0.5493,0.3548,0.2028,0.1882,0.0845,0.1315,?,0.0562,0.0617,0.0343,?,0.0261,0.0157,0.0074,?,?,?,0.0095,0.0095,0.0021,0.0053,Rock
