,,,,,,,,1.734,,,,0.013000000000000001,8
,,,,,,,,0.054000000000000006,,,,0.153,3
,,,,,,,,0.89,,,,-0.408,10
,,,,,,,,1.9040000000000001,,,,-0.21100000000000002,9
,,,,,,,,0.981,,,,-0.9590000000000001,4
,,,,,,,,1.579,,,,-0.17800000000000002,8
,,,,,,,,0.51,,,,-0.777,7
,,,,,,,,1.198,,,,-0.618,7
,,,,,,,,0.35200000000000004,,,,-0.295,2
,,,,,,,,0.413,,,,0.41,8
,,,,,,,,-0.67,,,,1.0979999999999999,2
,,,,,,,,1.4340000000000002,,,,0.278,9
,,,,,,,,0.941,,,,0.145,3
,,,,,,,,-0.198,,,,0.85,0
,,,,,,,,0.721,,,,-1.054,10
,,,,,,,,0.892,,,,0.8340000000000001,8
,,,,,,,,0.483,,,,0.83,5
,,,,,,,,-0.493,,,,-0.005,3
,,,,,,,,0.313,,,,-0.9440000000000001,10
,,,,,,,,1.149,,,,-0.682,10
,,,,,,,,0.518,,,,-0.7240000000000001,3
,,,,,,,,0.381,,,,1.291,6
,,,,,,,,1.686,,,,-0.141,1
,,,,,,,,0.44799999999999995,,,,-0.8759999999999999,4
,,,,,,,,1.473,,,,-0.7170000000000001,1
,,,,,,,,0.299,,,,-0.308,6
,,,,,,,,1.6780000000000002,,,,0.002,1
,,,,,,,,0.38299999999999995,,,,-0.084,5
,,,,,,,,0.34600000000000003,,,,0.48700000000000004,10
,,,,,,,,0.213,,,,0.605,5
,,,,,,,,0.036000000000000004,,,,0.21,6
,,,,,,,,1.103,,,,-0.09,4
,,,,,,,,1.421,,,,0.147,6
,,,,,,,,-0.35200000000000004,,,,0.084,4
,,,,,,,,-0.045,,,,-0.331,6
,,,,,,,,0.379,,,,0.402,4
,,,,,,,,0.153,,,,0.615,10
,,,,,,,,0.018000000000000002,,,,-0.301,7
,,,,,,,,0.28,,,,0.505,4
,,,,,,,,0.479,,,,-1.025,9
,,,,,,,,-0.215,,,,-0.253,6
,,,,,,,,0.5670000000000001,,,,0.325,5
,,,,,,,,0.759,,,,0.586,6
,,,,,,,,-0.16699999999999998,,,,1.04,2
,,,,,,,,-0.14300000000000002,,,,1.129,2
,,,,,,,,0.317,,,,-0.252,4
,,,,,,,,0.081,,,,-0.5479999999999999,4
,,,,,,,,0.317,,,,-0.298,8
,,,,,,,,1.045,,,,0.12300000000000001,6
,,,,,,,,1.6980000000000002,,,,-0.359,8
,,,,,,,,0.067,,,,-0.322,3
,,,,,,,,0.336,,,,-0.991,10
,,,,,,,,1.6,,,,-0.027000000000000003,2
,,,,,,,,0.9229999999999999,,,,-1.0979999999999999,6
,,,,,,,,0.069,,,,1.0659999999999998,6
,,,,,,,,1.413,,,,-0.307,9
,,,,,,,,2.026,,,,-0.767,0
,,,,,,,,0.091,,,,-0.09300000000000001,4
,,,,,,,,1.02,,,,0.585,1
,,,,,,,,0.617,,,,1.125,8
,,,,,,,,0.324,,,,-1.013,3
,,,,,,,,1.6440000000000001,,,,-0.225,1
,,,,,,,,0.07400000000000001,,,,-0.43700000000000006,5
,,,,,,,,2.021,,,,-0.978,0
,,,,,,,,1.207,,,,-0.34299999999999997,4
,,,,,,,,1.8019999999999998,,,,-0.5379999999999999,0
