,18.0,2,9,1913.0,3,1,3.0,3,0,3.0,0,36.0,0,1,1.0,2,,1,0,0
,12.0,4,1,1860.0,0,0,4.0,2,0,2.0,2,34.0,2,1,2.0,3,,1,0,0
,24.0,3,3,1024.0,0,1,4.0,3,0,4.0,0,48.0,1,1,1.0,2,,0,0,1
,18.0,0,9,3104.0,0,3,3.0,2,0,1.0,1,31.0,0,1,1.0,2,,1,0,0
,27.0,4,3,2520.0,2,2,4.0,2,0,2.0,1,23.0,2,1,2.0,1,,0,0,1
,13.0,4,3,882.0,0,1,4.0,2,2,4.0,0,23.0,2,1,2.0,2,,0,0,0
,18.0,4,2,3612.0,0,4,3.0,1,0,4.0,1,37.0,2,1,1.0,2,,1,0,0
,6.0,2,1,1352.0,2,0,1.0,1,0,2.0,1,23.0,2,0,1.0,0,,1,0,0
,18.0,2,0,6260.0,0,3,3.0,2,0,3.0,0,28.0,2,0,1.0,1,,0,0,0
,11.0,4,0,1322.0,3,2,4.0,1,0,4.0,2,40.0,2,1,2.0,2,,0,0,0
,36.0,2,3,2299.0,2,4,4.0,2,0,4.0,2,39.0,2,1,1.0,2,,0,0,0
,12.0,4,0,4843.0,0,4,3.0,2,1,4.0,1,43.0,2,0,2.0,2,,1,0,1
,4.0,4,3,1544.0,0,3,2.0,2,0,1.0,0,42.0,2,1,3.0,1,,0,0,0
,27.0,2,0,2570.0,0,2,3.0,1,0,3.0,0,21.0,2,0,1.0,2,,0,0,1
,18.0,4,2,2124.0,0,2,4.0,1,0,4.0,0,24.0,2,0,2.0,2,,0,0,1
,5.0,2,9,3448.0,0,3,1.0,2,0,4.0,0,74.0,2,1,1.0,1,,0,0,0
,16.0,4,0,1175.0,0,0,2.0,2,0,3.0,2,68.0,2,2,3.0,0,,1,0,0
,11.0,4,3,1154.0,1,0,4.0,1,0,4.0,0,57.0,2,1,3.0,1,,0,0,0
,30.0,4,3,5954.0,0,3,3.0,2,1,2.0,2,38.0,2,1,1.0,2,,0,0,0
,12.0,2,3,2279.0,4,2,4.0,2,0,4.0,3,37.0,2,2,1.0,2,,1,0,0
,24.0,2,0,2255.0,4,1,4.0,2,0,1.0,1,54.0,2,1,1.0,2,,0,0,0
,36.0,2,3,3595.0,0,4,4.0,2,0,2.0,2,28.0,2,1,1.0,2,,0,0,0
,12.0,4,9,2292.0,0,0,4.0,2,0,2.0,2,42.0,1,1,2.0,3,,1,0,1
,24.0,2,2,3234.0,0,1,4.0,1,0,4.0,0,23.0,2,0,1.0,1,,1,0,1
,18.0,4,3,1795.0,0,4,3.0,1,2,4.0,0,48.0,0,0,2.0,1,,1,0,0
,18.0,2,5,3872.0,0,0,2.0,1,0,4.0,2,67.0,2,1,1.0,2,,1,0,0
,6.0,4,3,1898.0,4,2,1.0,2,0,2.0,0,34.0,2,1,2.0,1,,0,0,0
,6.0,3,3,683.0,0,1,2.0,1,0,1.0,1,29.0,0,1,1.0,2,,0,0,0
,24.0,4,3,5103.0,0,1,3.0,3,0,3.0,3,47.0,2,2,3.0,2,,1,0,0
,12.0,4,9,1412.0,0,2,4.0,1,2,2.0,0,29.0,2,1,2.0,3,,1,0,0
,6.0,1,3,1750.0,2,4,2.0,2,0,4.0,1,45.0,0,1,1.0,1,,0,0,0
,6.0,2,3,1068.0,0,4,4.0,2,0,4.0,2,28.0,2,1,1.0,2,,0,0,0
,12.0,2,2,1768.0,0,2,3.0,2,0,2.0,0,24.0,2,0,1.0,1,,0,0,0
,48.0,2,9,15672.0,0,2,2.0,2,0,2.0,2,23.0,2,1,1.0,2,,1,0,1
,36.0,2,9,5742.0,1,3,2.0,2,0,2.0,2,31.0,2,1,2.0,2,,1,0,0
,24.0,2,3,2384.0,0,4,4.0,2,0,4.0,0,64.0,0,0,1.0,1,,0,0,0
,24.0,2,2,4169.0,0,2,4.0,2,0,4.0,1,28.0,2,1,1.0,2,,0,0,0
,48.0,2,9,4308.0,0,1,3.0,1,0,4.0,1,24.0,2,0,1.0,2,,0,0,1
,6.0,2,3,2647.0,2,2,2.0,2,0,3.0,0,44.0,2,0,1.0,2,,0,0,0
,36.0,2,10,15857.0,0,0,2.0,0,1,3.0,2,43.0,2,1,1.0,3,,0,0,0
,15.0,2,0,3959.0,0,2,3.0,1,0,2.0,1,29.0,2,1,1.0,2,,1,0,1
,48.0,2,3,3060.0,0,3,4.0,2,0,4.0,0,28.0,2,1,2.0,2,,0,0,1
,24.0,2,2,4351.0,4,2,1.0,1,0,4.0,1,48.0,2,1,1.0,1,,1,0,0
,60.0,4,0,13756.0,4,4,2.0,2,0,4.0,3,63.0,0,2,1.0,3,,1,0,0
,24.0,4,9,1275.0,3,2,2.0,0,0,4.0,0,36.0,2,1,2.0,2,,1,0,0
,12.0,4,3,522.0,2,4,4.0,2,0,4.0,1,42.0,2,1,2.0,2,,1,0,0
,18.0,2,0,1216.0,0,1,4.0,1,0,3.0,2,23.0,2,0,1.0,2,,1,0,1
,30.0,0,9,4280.0,1,2,4.0,1,0,4.0,2,26.0,2,0,2.0,1,,0,0,1
,12.0,2,2,1262.0,4,4,2.0,0,0,4.0,1,49.0,2,1,1.0,1,,1,0,0
,12.0,2,3,1484.0,4,2,2.0,3,0,1.0,0,25.0,2,1,1.0,2,,1,0,1
,24.0,2,2,2835.0,2,4,3.0,2,0,4.0,1,53.0,2,1,1.0,2,,0,0,0
,18.0,4,3,2404.0,0,2,2.0,1,0,2.0,2,26.0,2,1,2.0,2,,0,0,0
,24.0,4,1,6615.0,0,0,2.0,2,0,4.0,3,75.0,2,2,2.0,3,,1,0,0
,48.0,2,3,5951.0,0,2,2.0,1,0,2.0,0,22.0,2,1,1.0,2,,0,0,1
,18.0,2,2,1131.0,0,0,4.0,1,0,2.0,2,33.0,2,1,1.0,2,,0,0,1
,18.0,2,1,7511.0,4,4,1.0,2,0,4.0,1,51.0,2,2,1.0,2,,1,0,1
,6.0,2,8,1238.0,4,0,4.0,2,0,4.0,1,36.0,2,1,1.0,3,,1,0,0
,15.0,4,3,2728.0,4,3,4.0,2,2,2.0,0,35.0,0,1,3.0,2,,1,0,0
,18.0,3,2,4297.0,0,4,4.0,0,0,3.0,3,40.0,2,1,1.0,3,,1,0,1
,36.0,2,2,5179.0,0,3,4.0,2,0,2.0,1,29.0,2,1,1.0,2,,0,0,1
,9.0,2,3,745.0,0,2,3.0,1,0,2.0,0,28.0,2,1,1.0,1,,0,0,1
,18.0,1,0,1442.0,0,3,4.0,2,0,4.0,3,32.0,2,2,2.0,1,,0,0,1
,30.0,4,1,6187.0,1,3,1.0,3,0,4.0,2,24.0,2,0,2.0,2,,0,0,0
,24.0,2,10,11328.0,0,2,2.0,2,1,3.0,2,29.0,0,1,2.0,3,,1,0,1
,12.0,2,0,1386.0,2,2,2.0,1,0,2.0,1,26.0,2,1,1.0,2,,0,0,1
,12.0,2,0,1330.0,0,1,4.0,2,0,1.0,0,26.0,2,1,1.0,2,,0,0,0
,12.0,4,3,976.0,4,4,4.0,2,0,4.0,2,35.0,2,1,2.0,2,,0,0,0
,6.0,4,3,1554.0,0,3,1.0,1,0,2.0,2,24.0,2,0,2.0,2,,1,0,0
,48.0,0,10,18424.0,0,2,1.0,1,0,2.0,1,32.0,0,1,1.0,3,,1,1,1
,36.0,2,3,4795.0,0,1,4.0,1,0,1.0,3,30.0,2,1,1.0,3,,1,0,0
,6.0,2,0,14555.0,4,0,1.0,2,0,2.0,1,23.0,2,1,1.0,0,,1,0,1
,15.0,2,2,1845.0,0,1,4.0,1,2,1.0,1,46.0,2,0,1.0,2,,0,0,0
,24.0,4,5,2058.0,0,2,4.0,0,0,2.0,0,33.0,2,1,2.0,2,,1,0,0
,12.0,2,8,754.0,4,4,4.0,2,0,4.0,1,38.0,2,1,2.0,2,,0,0,0
,9.0,2,3,1670.0,0,1,4.0,1,0,2.0,2,22.0,2,1,1.0,2,,1,0,1
,15.0,4,1,2360.0,2,2,2.0,2,0,2.0,2,36.0,2,1,1.0,2,,1,0,0
,9.0,2,0,1549.0,4,1,4.0,2,0,2.0,0,35.0,2,1,1.0,0,,0,0,0
,9.0,2,3,1478.0,0,3,4.0,2,0,2.0,2,22.0,2,1,1.0,2,,0,0,1
,24.0,2,3,1823.0,0,0,4.0,2,0,2.0,2,30.0,1,1,1.0,3,,0,0,1
,18.0,2,3,2051.0,0,1,4.0,2,0,1.0,0,33.0,2,1,1.0,2,,0,0,0
,36.0,2,3,2302.0,0,2,4.0,0,0,4.0,2,31.0,2,0,1.0,2,,0,0,1
,15.0,3,3,1478.0,0,2,4.0,3,0,3.0,0,33.0,0,1,2.0,2,,0,0,0
,36.0,3,0,8086.0,1,4,2.0,2,0,4.0,2,42.0,2,1,4.0,3,,1,0,1
,12.0,3,1,1503.0,0,2,4.0,3,0,4.0,0,41.0,2,0,1.0,2,,0,0,0
,12.0,2,2,763.0,0,2,4.0,1,0,1.0,0,26.0,2,1,1.0,2,,1,0,0
,24.0,4,10,6314.0,0,0,4.0,2,1,2.0,3,27.0,0,1,2.0,3,,1,0,0
,18.0,2,3,1113.0,0,2,4.0,1,2,4.0,0,26.0,2,1,1.0,1,,0,0,0
,6.0,4,0,362.0,1,2,4.0,1,0,4.0,2,52.0,2,1,2.0,1,,0,0,0
,12.0,1,3,626.0,0,2,4.0,1,0,4.0,0,24.0,0,1,1.0,1,,0,0,1
,24.0,3,0,2032.0,0,4,4.0,2,0,4.0,3,60.0,2,2,2.0,2,,1,0,0
,60.0,2,6,6288.0,0,2,4.0,2,0,4.0,3,42.0,2,2,1.0,2,,0,0,1
,15.0,2,4,1275.0,4,2,4.0,1,0,2.0,2,24.0,2,0,1.0,2,,0,0,1
,6.0,3,2,1050.0,0,0,4.0,2,0,1.0,1,35.0,1,1,2.0,3,,1,0,0
,36.0,3,0,10875.0,0,4,2.0,2,0,2.0,2,45.0,2,1,2.0,2,,1,0,0
,8.0,2,2,1237.0,0,2,3.0,1,0,4.0,0,24.0,2,1,1.0,2,,0,0,1
,21.0,2,2,2241.0,0,4,4.0,2,0,2.0,0,50.0,2,1,2.0,2,,0,0,0
,45.0,0,9,11816.0,0,4,2.0,2,0,4.0,2,29.0,2,0,2.0,2,,0,0,1
,27.0,2,9,3915.0,0,2,4.0,2,0,2.0,2,36.0,2,1,1.0,2,,1,0,1
,12.0,2,0,7472.0,4,0,1.0,1,0,2.0,0,24.0,2,0,1.0,0,,0,0,0
,18.0,1,3,1445.0,4,3,4.0,2,0,4.0,2,49.0,0,1,1.0,1,,0,0,0
,48.0,4,3,3578.0,4,4,4.0,2,0,1.0,0,47.0,2,1,1.0,2,,1,0,0
,10.0,4,2,2146.0,0,1,1.0,1,0,3.0,0,23.0,2,0,2.0,2,,0,0,0
,10.0,2,8,894.0,4,3,4.0,1,0,3.0,1,40.0,2,1,1.0,2,,1,0,0
,18.0,2,2,3422.0,0,4,4.0,2,0,4.0,1,47.0,0,1,3.0,2,,1,0,0
,30.0,4,1,7596.0,4,4,1.0,2,0,4.0,2,63.0,2,1,2.0,2,,0,0,0
,24.0,2,10,1755.0,0,4,4.0,1,2,4.0,0,58.0,2,1,1.0,1,,1,0,0
,21.0,2,2,3976.0,4,3,2.0,2,0,3.0,2,35.0,2,1,1.0,2,,1,0,0
,9.0,2,3,2118.0,0,2,2.0,2,0,2.0,0,37.0,2,1,1.0,1,,0,0,0
,10.0,2,4,1225.0,0,2,2.0,2,0,2.0,2,37.0,2,1,1.0,2,,1,0,0
,18.0,4,0,2775.0,0,3,2.0,2,0,2.0,1,31.0,0,1,2.0,2,,0,0,1
,48.0,4,0,10127.0,2,2,2.0,2,0,2.0,3,44.0,0,2,1.0,2,,0,0,1
,24.0,2,9,4591.0,3,2,2.0,2,0,3.0,1,54.0,2,1,3.0,3,,1,0,1
,30.0,0,9,4221.0,0,2,2.0,1,0,1.0,2,28.0,2,1,2.0,2,,0,0,0
,10.0,2,0,1364.0,0,2,2.0,1,0,4.0,2,64.0,2,1,1.0,2,,1,0,0
,18.0,2,3,1505.0,0,2,4.0,2,0,2.0,3,32.0,2,2,1.0,3,,1,0,0
,12.0,0,5,1108.0,0,3,4.0,2,0,3.0,0,28.0,2,1,2.0,2,,0,0,1
,45.0,2,3,3031.0,1,2,4.0,2,2,4.0,1,21.0,2,0,1.0,2,,0,0,1
,18.0,2,2,1984.0,0,2,4.0,2,0,4.0,3,47.0,0,2,2.0,2,,0,0,0
,24.0,2,1,2679.0,0,1,4.0,1,0,1.0,3,29.0,2,1,1.0,3,,1,0,0
,6.0,4,6,1047.0,0,2,2.0,1,0,4.0,1,50.0,2,1,1.0,1,,0,0,0
,24.0,2,2,2892.0,0,4,3.0,0,0,4.0,3,51.0,2,2,1.0,2,,0,0,0
,12.0,4,0,3499.0,0,2,3.0,1,1,2.0,0,29.0,2,1,2.0,2,,0,0,1
,27.0,2,3,3416.0,0,2,3.0,2,0,2.0,2,27.0,2,1,1.0,3,,0,0,0
,48.0,2,3,10222.0,4,3,4.0,2,0,3.0,2,37.0,1,1,1.0,2,,1,0,0
,24.0,2,3,5152.0,0,3,4.0,2,0,2.0,2,25.0,0,1,1.0,2,,0,0,0
,6.0,2,3,590.0,0,1,3.0,3,0,3.0,0,26.0,2,1,1.0,1,,0,1,0
,18.0,4,3,1800.0,0,2,4.0,2,0,2.0,2,24.0,2,1,2.0,2,,0,0,0
,21.0,4,9,3652.0,0,3,2.0,2,0,3.0,1,27.0,2,1,2.0,2,,0,0,0
,24.0,2,3,3758.0,2,0,1.0,1,0,4.0,3,23.0,2,0,1.0,0,,0,0,0
,12.0,1,3,2149.0,0,2,4.0,0,0,1.0,3,29.0,2,2,1.0,2,,0,0,1
,36.0,2,1,8133.0,0,2,1.0,1,0,2.0,1,30.0,0,1,1.0,2,,0,0,0
,18.0,3,0,2899.0,4,4,4.0,2,0,4.0,2,43.0,2,1,1.0,2,,0,0,0
,39.0,3,6,11760.0,1,3,2.0,2,0,3.0,3,32.0,2,0,1.0,2,,1,0,0
,12.0,2,6,1200.0,4,2,4.0,1,0,4.0,1,23.0,0,0,1.0,2,,1,0,0
,24.0,1,10,1358.0,4,4,4.0,2,0,3.0,2,40.0,1,1,1.0,3,,1,0,1
,18.0,2,0,976.0,0,1,1.0,1,0,2.0,2,23.0,2,1,1.0,1,,0,0,1
,24.0,2,2,3062.0,2,4,4.0,2,0,3.0,3,32.0,2,0,1.0,2,,1,0,0
,24.0,4,6,1597.0,0,4,4.0,2,0,4.0,3,54.0,2,2,2.0,2,,0,0,0
,20.0,4,2,4272.0,0,4,1.0,1,0,4.0,1,24.0,2,1,2.0,2,,0,0,0
,12.0,2,2,1289.0,0,2,4.0,2,2,1.0,1,21.0,2,1,1.0,1,,0,0,0
,24.0,2,1,2924.0,0,2,3.0,2,2,4.0,3,63.0,0,1,1.0,2,,1,0,0
,36.0,2,2,10974.0,0,0,4.0,1,0,2.0,2,26.0,2,1,2.0,3,,1,0,1
,21.0,4,1,3275.0,0,4,1.0,2,0,4.0,2,36.0,2,1,1.0,3,,1,0,0
,27.0,4,9,2442.0,0,4,4.0,2,0,4.0,2,43.0,1,1,4.0,3,,1,0,0
,15.0,2,5,2631.0,1,2,3.0,1,0,2.0,0,25.0,2,1,1.0,1,,0,0,0
,12.0,2,0,759.0,0,3,4.0,2,0,2.0,0,26.0,2,1,1.0,2,,0,0,1
,12.0,4,0,1255.0,0,4,4.0,2,0,4.0,0,61.0,2,1,2.0,1,,0,0,0
