,,,,57.0,7.0,149.0,44.0,,143.0,172.0,335.0,,,,,,194.0,1
,,,,70.0,7.0,155.0,41.0,,145.0,179.0,372.0,,,,,,206.0,2
,,,,57.0,7.0,236.0,28.0,,164.0,256.0,833.0,,,,,,185.0,2
,,,,60.0,9.0,170.0,39.0,,134.0,191.0,433.0,,,,,,199.0,1
,,,,64.0,11.0,220.0,30.0,,166.0,229.0,710.0,,,,,,199.0,1
,,,,59.0,7.0,162.0,41.0,,133.0,178.0,394.0,,,,,,204.0,0
,,,,69.0,11.0,219.0,30.0,,176.0,228.0,708.0,,,,,,196.0,0
,,,,58.0,7.0,135.0,50.0,,124.0,155.0,270.0,,,,,,195.0,1
,,,,73.0,6.0,162.0,40.0,,127.0,189.0,401.0,,,,,,204.0,2
,,,,61.0,7.0,146.0,46.0,,127.0,166.0,314.0,,,,,,194.0,0
,,,,64.0,9.0,147.0,45.0,,148.0,169.0,324.0,,,,,,199.0,3
,,,,52.0,7.0,236.0,28.0,,160.0,254.0,816.0,,,,,,184.0,2
,,,,65.0,5.0,209.0,31.0,,159.0,232.0,671.0,,,,,,189.0,2
,,,,57.0,8.0,156.0,43.0,,133.0,185.0,358.0,,,,,,190.0,0
,,,,59.0,6.0,116.0,57.0,,135.0,137.0,203.0,,,,,,204.0,3
,,,,53.0,6.0,122.0,55.0,,129.0,143.0,218.0,,,,,,185.0,3
,,,,70.0,11.0,226.0,30.0,,182.0,234.0,752.0,,,,,,198.0,0
,,,,62.0,7.0,152.0,44.0,,145.0,178.0,341.0,,,,,,184.0,2
,,,,60.0,6.0,128.0,52.0,,141.0,149.0,246.0,,,,,,208.0,3
,,,,67.0,9.0,206.0,32.0,,167.0,223.0,629.0,,,,,,196.0,1
,,,,61.0,11.0,225.0,30.0,,178.0,228.0,730.0,,,,,,201.0,0
,,,,60.0,11.0,211.0,31.0,,156.0,223.0,663.0,,,,,,200.0,1
,,,,59.0,7.0,128.0,52.0,,129.0,147.0,246.0,,,,,,209.0,3
,,,,64.0,8.0,128.0,52.0,,129.0,148.0,246.0,,,,,,200.0,3
,,,,68.0,8.0,159.0,42.0,,134.0,183.0,378.0,,,,,,197.0,1
,,,,66.0,10.0,211.0,32.0,,164.0,223.0,659.0,,,,,,203.0,1
,,,,57.0,6.0,241.0,28.0,,170.0,267.0,857.0,,,,,,184.0,2
,,,,57.0,3.0,118.0,57.0,,128.0,137.0,204.0,,,,,,183.0,3
,,,,51.0,7.0,217.0,30.0,,165.0,240.0,703.0,,,,,,188.0,2
,,,,60.0,8.0,147.0,45.0,,142.0,174.0,322.0,,,,,,211.0,0
,,,,59.0,7.0,140.0,47.0,,124.0,165.0,298.0,,,,,,207.0,1
,,,,55.0,7.0,150.0,45.0,,134.0,167.0,330.0,,,,,,186.0,0
,,,,57.0,10.0,222.0,30.0,,177.0,225.0,731.0,,,,,,197.0,0
,,,,60.0,8.0,150.0,45.0,,125.0,172.0,331.0,,,,,,198.0,0
,,,,66.0,9.0,188.0,35.0,,144.0,216.0,526.0,,,,,,197.0,1
,,,,65.0,10.0,153.0,44.0,,156.0,170.0,348.0,,,,,,203.0,3
,,,,58.0,8.0,140.0,48.0,,138.0,165.0,290.0,,,,,,206.0,0
,,,,59.0,10.0,210.0,32.0,,173.0,217.0,648.0,,,,,,196.0,0
,,,,52.0,6.0,257.0,26.0,,169.0,287.0,968.0,,,,,,184.0,2
,,,,63.0,6.0,218.0,30.0,,156.0,232.0,719.0,,,,,,189.0,2
,,,,59.0,8.0,139.0,48.0,,139.0,159.0,289.0,,,,,,209.0,3
,,,,70.0,10.0,189.0,35.0,,141.0,214.0,535.0,,,,,,194.0,0
,,,,64.0,10.0,133.0,50.0,,141.0,157.0,265.0,,,,,,201.0,3
,,,,64.0,9.0,151.0,44.0,,148.0,173.0,339.0,,,,,,199.0,3
,,,,63.0,9.0,144.0,46.0,,143.0,160.0,309.0,,,,,,207.0,3
,,,,70.0,12.0,157.0,43.0,,155.0,172.0,358.0,,,,,,200.0,3
,,,,54.0,7.0,150.0,45.0,,140.0,171.0,327.0,,,,,,182.0,2
,,,,56.0,6.0,260.0,26.0,,175.0,288.0,982.0,,,,,,183.0,2
,,,,58.0,7.0,149.0,46.0,,144.0,166.0,320.0,,,,,,182.0,2
,,,,64.0,11.0,163.0,42.0,,163.0,176.0,387.0,,,,,,196.0,3
,,,,64.0,6.0,192.0,33.0,,146.0,217.0,570.0,,,,,,193.0,2
,,,,59.0,9.0,167.0,39.0,,134.0,186.0,418.0,,,,,,204.0,1
,,,,64.0,6.0,160.0,41.0,,125.0,187.0,385.0,,,,,,203.0,1
,,,,65.0,11.0,212.0,31.0,,165.0,229.0,673.0,,,,,,196.0,0
,,,,53.0,7.0,149.0,45.0,,145.0,173.0,325.0,,,,,,182.0,2
,,,,55.0,10.0,210.0,32.0,,166.0,219.0,657.0,,,,,,194.0,0
,,,,61.0,6.0,172.0,37.0,,139.0,197.0,457.0,,,,,,201.0,2
,,,,61.0,7.0,137.0,49.0,,140.0,156.0,278.0,,,,,,205.0,3
,,,,54.0,7.0,132.0,52.0,,127.0,148.0,252.0,,,,,,187.0,1
,,,,69.0,10.0,200.0,33.0,,147.0,220.0,598.0,,,,,,194.0,0
,,,,52.0,5.0,119.0,57.0,,128.0,135.0,207.0,,,,,,183.0,3
,,,,66.0,6.0,151.0,44.0,,146.0,175.0,343.0,,,,,,190.0,2
,,,,64.0,7.0,149.0,45.0,,142.0,172.0,331.0,,,,,,190.0,2
,,,,56.0,7.0,130.0,51.0,,120.0,151.0,251.0,,,,,,207.0,0
,,,,59.0,10.0,215.0,31.0,,177.0,221.0,678.0,,,,,,195.0,0
,,,,60.0,8.0,133.0,50.0,,134.0,153.0,265.0,,,,,,209.0,3
