,,,,,,0.823,-0.7020000000000001,1.734,,,,0.013000000000000001,8
,,,,,,0.535,-0.392,0.054000000000000006,,,,0.153,3
,,,,,,0.441,-0.38299999999999995,0.89,,,,-0.408,10
,,,,,,1.4609999999999999,0.02,1.9040000000000001,,,,-0.21100000000000002,9
,,,,,,-0.745,-0.562,0.981,,,,-0.9590000000000001,4
,,,,,,0.6990000000000001,-0.769,1.579,,,,-0.17800000000000002,8
,,,,,,-1.047,-0.469,0.51,,,,-0.777,7
,,,,,,-0.8490000000000001,-0.6809999999999999,1.198,,,,-0.618,7
,,,,,,0.23199999999999998,0.537,0.35200000000000004,,,,-0.295,2
,,,,,,0.888,0.302,0.413,,,,0.41,8
,,,,,,1.232,0.21,-0.67,,,,1.0979999999999999,2
,,,,,,0.6809999999999999,-0.8,1.4340000000000002,,,,0.278,9
,,,,,,1.262,-0.809,0.941,,,,0.145,3
,,,,,,1.765,0.217,-0.198,,,,0.85,0
,,,,,,0.945,-0.495,0.721,,,,-1.054,10
,,,,,,0.6990000000000001,-1.3780000000000001,0.892,,,,0.8340000000000001,8
,,,,,,0.008,-0.28800000000000003,0.483,,,,0.83,5
,,,,,,0.257,-0.159,-0.493,,,,-0.005,3
,,,,,,0.555,0.425,0.313,,,,-0.9440000000000001,10
,,,,,,1.296,-1.103,1.149,,,,-0.682,10
,,,,,,0.19,-0.35,0.518,,,,-0.7240000000000001,3
,,,,,,1.9509999999999998,-0.6459999999999999,0.381,,,,1.291,6
,,,,,,1.776,0.5660000000000001,1.686,,,,-0.141,1
,,,,,,-0.043,-1.1640000000000001,0.44799999999999995,,,,-0.8759999999999999,4
,,,,,,1.422,0.184,1.473,,,,-0.7170000000000001,1
,,,,,,-0.085,-0.9520000000000001,0.299,,,,-0.308,6
,,,,,,1.788,0.584,1.6780000000000002,,,,0.002,1
,,,,,,0.174,-0.41,0.38299999999999995,,,,-0.084,5
,,,,,,0.205,0.011000000000000001,0.34600000000000003,,,,0.48700000000000004,10
,,,,,,0.425,-0.248,0.213,,,,0.605,5
,,,,,,0.813,-1.205,0.036000000000000004,,,,0.21,6
,,,,,,0.23399999999999999,-0.919,1.103,,,,-0.09,4
,,,,,,-0.20199999999999999,-0.282,1.421,,,,0.147,6
,,,,,,0.36700000000000005,-1.208,-0.35200000000000004,,,,0.084,4
,,,,,,-0.221,-0.759,-0.045,,,,-0.331,6
,,,,,,1.493,-1.2229999999999999,0.379,,,,0.402,4
,,,,,,0.20600000000000002,-0.08800000000000001,0.153,,,,0.615,10
,,,,,,-0.05,-0.929,0.018000000000000002,,,,-0.301,7
,,,,,,1.659,-1.128,0.28,,,,0.505,4
,,,,,,-0.092,-0.546,0.479,,,,-1.025,9
,,,,,,-0.188,-1.1640000000000001,-0.215,,,,-0.253,6
,,,,,,1.4609999999999999,-1.05,0.5670000000000001,,,,0.325,5
,,,,,,0.563,0.002,0.759,,,,0.586,6
,,,,,,1.024,-0.052000000000000005,-0.16699999999999998,,,,1.04,2
,,,,,,1.392,-0.613,-0.14300000000000002,,,,1.129,2
,,,,,,-0.43799999999999994,-0.643,0.317,,,,-0.252,4
,,,,,,-0.31,-1.64,0.081,,,,-0.5479999999999999,4
,,,,,,-0.7070000000000001,0.297,0.317,,,,-0.298,8
,,,,,,-0.7509999999999999,-0.41600000000000004,1.045,,,,0.12300000000000001,6
,,,,,,0.647,-0.767,1.6980000000000002,,,,-0.359,8
,,,,,,-0.272,0.012,0.067,,,,-0.322,3
,,,,,,0.602,0.43799999999999994,0.336,,,,-0.991,10
,,,,,,0.121,-0.7040000000000001,1.6,,,,-0.027000000000000003,2
,,,,,,-0.7190000000000001,-0.669,0.9229999999999999,,,,-1.0979999999999999,6
,,,,,,1.508,-0.517,0.069,,,,1.0659999999999998,6
,,,,,,0.6509999999999999,-0.883,1.413,,,,-0.307,9
,,,,,,1.635,0.223,2.026,,,,-0.767,0
,,,,,,-0.5429999999999999,-0.687,0.091,,,,-0.09300000000000001,4
,,,,,,1.393,0.879,1.02,,,,0.585,1
,,,,,,0.982,-1.11,0.617,,,,1.125,8
,,,,,,-0.09,0.36700000000000005,0.324,,,,-1.013,3
,,,,,,1.704,0.608,1.6440000000000001,,,,-0.225,1
,,,,,,0.078,-0.542,0.07400000000000001,,,,-0.43700000000000006,5
,,,,,,0.843,0.08900000000000001,2.021,,,,-0.978,0
,,,,,,0.067,-1.051,1.207,,,,-0.34299999999999997,4
,,,,,,0.696,0.07200000000000001,1.8019999999999998,,,,-0.5379999999999999,0
,,,,,,1.915,0.201,-0.29600000000000004,,,,0.884,0
,,,,,,1.0859999999999999,0.6990000000000001,-0.127,,,,0.856,1
,,,,,,0.638,-0.614,0.24600000000000002,,,,-0.34600000000000003,2
,,,,,,-0.38799999999999996,-0.47100000000000003,1.141,,,,0.043,1
,,,,,,0.732,0.23399999999999999,0.426,,,,0.34,8
,,,,,,0.799,0.514,0.496,,,,-0.392,9
