% 1. Title: Image Segmentation data
%
% 2. Source Information
%    -- Creators: Vision Group, University of Massachusetts
%    -- Donor: Vision Group (Carla Brodley, brodley@cs.umass.edu)
%    -- Date: November, 1990
%
% 3. Past Usage: None yet published
%
% 4. Relevant Information:
%
%    The instances were drawn randomly from a database of 7 outdoor
%    images.  The images were handsegmented to create a classification
%    for every pixel.
%
%    Each instance is a 3x3 region.
%
% 5. Number of Instances: Training data: 210  Test data: 2100
%
% 6. Number of Attributes: 19 continuous attributes
%
% 7. Attribute Information:
%
%     1.  region-centroid-col:  the column of the center pixel of the region.
%     2.  region-centroid-row:  the row of the center pixel of the region.
%     3.  region-pixel-count:  the number of pixels in a region = 9.
%     4.  short-line-density-5:  the results of a line extractoin algorithm that
%          counts how many lines of length 5 (any orientation) with
%          low contrast, less than or equal to 5, go through the region.
%     5.  short-line-density-2:  same as short-line-density-5 but counts lines
%          of high contrast, greater than 5.
%     6.  vedge-mean:  measure the contrast of horizontally
%          adjacent pixels in the region.  There are 6, the mean and
%          standard deviation are given.  This attribute is used as
%         a vertical edge detector.
%     7.  vegde-sd:  (see 6)
%     8.  hedge-mean:  measures the contrast of vertically adjacent
%           pixels. Used for horizontal line detection.
%     9.  hedge-sd: (see 8).
%     10. intensity-mean:  the average over the region of (R + G + B)/3
%     11. rawred-mean: the average over the region of the R value.
%     12. rawblue-mean: the average over the region of the B value.
%     13. rawgreen-mean: the average over the region of the G value.
%     14. exred-mean: measure the excess red:  (2R - (G + B))
%     15. exblue-mean: measure the excess blue:  (2B - (G + R))
%     16. exgreen-mean: measure the excess green:  (2G - (R + B))
%     17. value-mean:  3-d nonlinear transformation
%          of RGB. (Algorithm can be found in Foley and VanDam, Fundamentals
%          of Interactive Computer Graphics)
%     18. saturatoin-mean:  (see 17)
%     19. hue-mean:  (see 17)
%
% 8. Missing Attribute Values: None
%
% 9. Class Distribution:
%
%    Classes:  brickface, sky, foliage, cement, window, path, grass.
%
%    30 instances per class for training data.
%    300 instances per class for test data.
%
%
%
%
%
% Relabeled values in attribute class
%    From: 1                       To: brickface
%    From: 2                       To: sky
%    From: 3                       To: foliage
%    From: 4                       To: cement
%    From: 5                       To: window
%    From: 6                       To: path
%    From: 7                       To: grass
%
@RELATION segment

@ATTRIBUTE region-centroid-col REAL
@ATTRIBUTE region-centroid-row REAL
@ATTRIBUTE region-pixel-count REAL
@ATTRIBUTE short-line-density-5 REAL
@ATTRIBUTE short-line-density-2 REAL
@ATTRIBUTE vedge-mean REAL
@ATTRIBUTE vegde-sd REAL
@ATTRIBUTE hedge-mean REAL
@ATTRIBUTE hedge-sd REAL
@ATTRIBUTE intensity-mean REAL
@ATTRIBUTE rawred-mean REAL
@ATTRIBUTE rawblue-mean REAL
@ATTRIBUTE rawgreen-mean REAL
@ATTRIBUTE exred-mean REAL
@ATTRIBUTE exblue-mean REAL
@ATTRIBUTE exgreen-mean REAL
@ATTRIBUTE value-mean REAL
@ATTRIBUTE saturation-mean REAL
@ATTRIBUTE hue-mean REAL
@ATTRIBUTE class {brickface, sky, foliage, cement, window, path, grass}

@DATA
?,?,?,?,?,?,?,?,?,42.0741,?,?,37.5556,?,?,?,?,?,?,cement
?,?,?,?,?,?,?,?,?,3.96296,?,?,4.0,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,62.8148,?,?,54.6667,?,?,?,?,?,?,cement
?,?,?,?,?,?,?,?,?,12.1481,?,?,17.3333,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,18.6296,?,?,13.8889,?,?,?,?,?,?,brickface
?,?,?,?,?,?,?,?,?,5.88889,?,?,6.66667,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,0.888889,?,?,0.222222,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,51.2963,?,?,44.1111,?,?,?,?,?,?,path
?,?,?,?,?,?,?,?,?,0.0740741,?,?,0.0,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,12.1852,?,?,9.0,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,13.2222,?,?,19.1111,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,53.7778,?,?,47.8889,?,?,?,?,?,?,cement
?,?,?,?,?,?,?,?,?,143.444,?,?,142.556,?,?,?,?,?,?,sky
?,?,?,?,?,?,?,?,?,22.5926,?,?,16.6667,?,?,?,?,?,?,brickface
?,?,?,?,?,?,?,?,?,44.8148,?,?,39.8889,?,?,?,?,?,?,cement
?,?,?,?,?,?,?,?,?,15.037,?,?,18.4444,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,55.8519,?,?,48.3333,?,?,?,?,?,?,path
?,?,?,?,?,?,?,?,?,1.77778,?,?,1.0,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,13.7037,?,?,17.7778,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,60.2593,?,?,52.1111,?,?,?,?,?,?,path
?,?,?,?,?,?,?,?,?,4.14815,?,?,1.88889,?,?,?,?,?,?,brickface
?,?,?,?,?,?,?,?,?,34.7037,?,?,26.2222,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,0.0,?,?,0.0,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,16.2963,?,?,21.4444,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,24.8148,?,?,18.5556,?,?,?,?,?,?,brickface
?,?,?,?,?,?,?,?,?,46.8519,?,?,41.3333,?,?,?,?,?,?,cement
?,?,?,?,?,?,?,?,?,20.0,?,?,14.8889,?,?,?,?,?,?,brickface
?,?,?,?,?,?,?,?,?,14.4074,?,?,10.4444,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,4.88889,?,?,3.33333,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,32.7778,?,?,28.6667,?,?,?,?,?,?,path
?,?,?,?,?,?,?,?,?,99.6667,?,?,91.8889,?,?,?,?,?,?,sky
?,?,?,?,?,?,?,?,?,13.3333,?,?,18.0,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,0.037037,?,?,0.0,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,23.037,?,?,17.4444,?,?,?,?,?,?,brickface
?,?,?,?,?,?,?,?,?,46.2963,?,?,42.1111,?,?,?,?,?,?,cement
?,?,?,?,?,?,?,?,?,47.7778,?,?,41.8889,?,?,?,?,?,?,path
?,?,?,?,?,?,?,?,?,21.4444,?,?,17.0,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,17.1111,?,?,19.8889,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,5.59259,?,?,8.33333,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,12.5185,?,?,17.2222,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,9.74074,?,?,14.6667,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,6.03704,?,?,3.44444,?,?,?,?,?,?,brickface
?,?,?,?,?,?,?,?,?,23.2963,?,?,20.0,?,?,?,?,?,?,cement
?,?,?,?,?,?,?,?,?,105.778,?,?,97.3333,?,?,?,?,?,?,sky
?,?,?,?,?,?,?,?,?,0.0,?,?,0.0,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,17.1481,?,?,13.5556,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,116.704,?,?,111.222,?,?,?,?,?,?,sky
?,?,?,?,?,?,?,?,?,0.0,?,?,0.0,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,135.407,?,?,131.889,?,?,?,?,?,?,sky
?,?,?,?,?,?,?,?,?,19.5185,?,?,25.4444,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,43.8519,?,?,39.7778,?,?,?,?,?,?,cement
?,?,?,?,?,?,?,?,?,26.4444,?,?,23.5556,?,?,?,?,?,?,cement
?,?,?,?,?,?,?,?,?,8.25926,?,?,7.66667,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,1.37037,?,?,0.222222,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,6.77778,?,?,3.88889,?,?,?,?,?,?,brickface
?,?,?,?,?,?,?,?,?,1.14815,?,?,0.222222,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,17.0,?,?,13.4444,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,3.66667,?,?,2.11111,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,126.37,?,?,121.444,?,?,?,?,?,?,sky
?,?,?,?,?,?,?,?,?,25.0741,?,?,18.5556,?,?,?,?,?,?,brickface
?,?,?,?,?,?,?,?,?,43.9259,?,?,37.5556,?,?,?,?,?,?,path
?,?,?,?,?,?,?,?,?,122.963,?,?,117.444,?,?,?,?,?,?,sky
?,?,?,?,?,?,?,?,?,60.7407,?,?,53.3333,?,?,?,?,?,?,cement
?,?,?,?,?,?,?,?,?,17.2593,?,?,13.1111,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,6.96296,?,?,4.77778,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,0.037037,?,?,0.0,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,5.44444,?,?,2.88889,?,?,?,?,?,?,brickface
?,?,?,?,?,?,?,?,?,6.18518,?,?,4.22222,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,86.2963,?,?,76.1111,?,?,?,?,?,?,sky
?,?,?,?,?,?,?,?,?,11.8519,?,?,15.8889,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,1.40741,?,?,0.111111,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,6.11111,?,?,3.55556,?,?,?,?,?,?,brickface
?,?,?,?,?,?,?,?,?,0.444444,?,?,0.0,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,65.8889,?,?,59.1111,?,?,?,?,?,?,cement
?,?,?,?,?,?,?,?,?,5.25926,?,?,3.11111,?,?,?,?,?,?,brickface
?,?,?,?,?,?,?,?,?,48.2222,?,?,41.6667,?,?,?,?,?,?,cement
?,?,?,?,?,?,?,?,?,31.1852,?,?,26.4444,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,62.8519,?,?,54.5556,?,?,?,?,?,?,cement
?,?,?,?,?,?,?,?,?,22.5556,?,?,18.6667,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,4.51852,?,?,2.0,?,?,?,?,?,?,brickface
?,?,?,?,?,?,?,?,?,123.667,?,?,118.667,?,?,?,?,?,?,sky
?,?,?,?,?,?,?,?,?,15.5185,?,?,12.2222,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,53.0741,?,?,47.3333,?,?,?,?,?,?,cement
?,?,?,?,?,?,?,?,?,16.2593,?,?,20.7778,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,112.222,?,?,107.444,?,?,?,?,?,?,sky
?,?,?,?,?,?,?,?,?,22.2222,?,?,29.4444,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,104.111,?,?,95.6667,?,?,?,?,?,?,sky
?,?,?,?,?,?,?,?,?,16.1852,?,?,12.1111,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,90.8148,?,?,80.7778,?,?,?,?,?,?,sky
?,?,?,?,?,?,?,?,?,7.62963,?,?,5.88889,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,13.3704,?,?,16.7778,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,9.96296,?,?,13.7778,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,41.4815,?,?,37.3333,?,?,?,?,?,?,path
?,?,?,?,?,?,?,?,?,21.9259,?,?,19.5556,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,125.0,?,?,120.444,?,?,?,?,?,?,sky
?,?,?,?,?,?,?,?,?,44.0741,?,?,39.6667,?,?,?,?,?,?,path
?,?,?,?,?,?,?,?,?,62.0741,?,?,53.7778,?,?,?,?,?,?,path
?,?,?,?,?,?,?,?,?,6.40741,?,?,3.66667,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,111.63,?,?,104.667,?,?,?,?,?,?,sky
?,?,?,?,?,?,?,?,?,19.6296,?,?,16.5556,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,30.4815,?,?,25.5556,?,?,?,?,?,?,cement
?,?,?,?,?,?,?,?,?,61.5926,?,?,54.1111,?,?,?,?,?,?,path
?,?,?,?,?,?,?,?,?,132.222,?,?,128.333,?,?,?,?,?,?,sky
?,?,?,?,?,?,?,?,?,46.7407,?,?,41.4444,?,?,?,?,?,?,cement
?,?,?,?,?,?,?,?,?,14.0741,?,?,19.1111,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,6.48148,?,?,9.44444,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,8.51852,?,?,12.4444,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,1.0,?,?,0.0,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,19.5926,?,?,15.6667,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,137.037,?,?,133.0,?,?,?,?,?,?,sky
?,?,?,?,?,?,?,?,?,18.963,?,?,13.8889,?,?,?,?,?,?,brickface
?,?,?,?,?,?,?,?,?,0.0,?,?,0.0,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,136.407,?,?,133.0,?,?,?,?,?,?,sky
?,?,?,?,?,?,?,?,?,0.703704,?,?,0.111111,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,6.88889,?,?,4.66667,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,5.48148,?,?,3.22222,?,?,?,?,?,?,brickface
?,?,?,?,?,?,?,?,?,33.963,?,?,29.8889,?,?,?,?,?,?,cement
?,?,?,?,?,?,?,?,?,6.07407,?,?,3.55556,?,?,?,?,?,?,brickface
?,?,?,?,?,?,?,?,?,1.14815,?,?,0.555556,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,42.3704,?,?,38.5556,?,?,?,?,?,?,path
?,?,?,?,?,?,?,?,?,41.2593,?,?,36.4444,?,?,?,?,?,?,path
?,?,?,?,?,?,?,?,?,31.4444,?,?,27.8889,?,?,?,?,?,?,path
?,?,?,?,?,?,?,?,?,49.2222,?,?,43.1111,?,?,?,?,?,?,path
?,?,?,?,?,?,?,?,?,23.8889,?,?,18.1111,?,?,?,?,?,?,brickface
?,?,?,?,?,?,?,?,?,6.11111,?,?,3.55556,?,?,?,?,?,?,brickface
?,?,?,?,?,?,?,?,?,3.85185,?,?,3.44444,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,6.77778,?,?,4.0,?,?,?,?,?,?,brickface
?,?,?,?,?,?,?,?,?,8.7037,?,?,6.55556,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,102.481,?,?,95.7778,?,?,?,?,?,?,sky
?,?,?,?,?,?,?,?,?,111.815,?,?,105.222,?,?,?,?,?,?,sky
?,?,?,?,?,?,?,?,?,0.111111,?,?,0.0,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,13.4074,?,?,11.5556,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,14.0741,?,?,13.7778,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,61.0,?,?,54.1111,?,?,?,?,?,?,cement
?,?,?,?,?,?,?,?,?,42.5556,?,?,41.0,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,15.4815,?,?,11.4444,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,40.4444,?,?,37.7778,?,?,?,?,?,?,path
?,?,?,?,?,?,?,?,?,2.66667,?,?,1.0,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,5.77778,?,?,3.11111,?,?,?,?,?,?,brickface
?,?,?,?,?,?,?,?,?,6.62963,?,?,3.88889,?,?,?,?,?,?,brickface
?,?,?,?,?,?,?,?,?,51.7037,?,?,44.5556,?,?,?,?,?,?,cement
?,?,?,?,?,?,?,?,?,8.33333,?,?,5.33333,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,1.88889,?,?,0.777778,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,14.1852,?,?,11.4444,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,1.96296,?,?,0.333333,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,61.5926,?,?,53.4444,?,?,?,?,?,?,path
?,?,?,?,?,?,?,?,?,8.92593,?,?,13.8889,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,105.926,?,?,101.0,?,?,?,?,?,?,sky
?,?,?,?,?,?,?,?,?,100.519,?,?,94.4444,?,?,?,?,?,?,sky
?,?,?,?,?,?,?,?,?,124.259,?,?,119.444,?,?,?,?,?,?,sky
?,?,?,?,?,?,?,?,?,43.1481,?,?,37.5556,?,?,?,?,?,?,cement
?,?,?,?,?,?,?,?,?,48.7778,?,?,42.5556,?,?,?,?,?,?,path
?,?,?,?,?,?,?,?,?,6.0,?,?,3.33333,?,?,?,?,?,?,brickface
?,?,?,?,?,?,?,?,?,0.666667,?,?,0.0,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,46.2963,?,?,42.1111,?,?,?,?,?,?,cement
?,?,?,?,?,?,?,?,?,36.5185,?,?,32.6667,?,?,?,?,?,?,cement
?,?,?,?,?,?,?,?,?,12.0741,?,?,16.1111,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,21.963,?,?,18.4444,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,16.4815,?,?,13.4444,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,19.8889,?,?,15.6667,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,61.4074,?,?,53.7778,?,?,?,?,?,?,path
?,?,?,?,?,?,?,?,?,15.3704,?,?,11.6667,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,49.8148,?,?,46.5556,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,58.8889,?,?,51.7778,?,?,?,?,?,?,cement
?,?,?,?,?,?,?,?,?,51.7778,?,?,46.1111,?,?,?,?,?,?,cement
?,?,?,?,?,?,?,?,?,17.0,?,?,13.4444,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,0.518518,?,?,0.0,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,7.74074,?,?,9.55556,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,54.1852,?,?,46.7778,?,?,?,?,?,?,path
?,?,?,?,?,?,?,?,?,16.1111,?,?,21.4444,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,6.40741,?,?,7.0,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,108.778,?,?,103.778,?,?,?,?,?,?,sky
?,?,?,?,?,?,?,?,?,40.2963,?,?,36.1111,?,?,?,?,?,?,path
?,?,?,?,?,?,?,?,?,63.5185,?,?,55.4444,?,?,?,?,?,?,path
?,?,?,?,?,?,?,?,?,9.51852,?,?,6.88889,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,7.2963,?,?,5.55556,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,44.8148,?,?,39.5556,?,?,?,?,?,?,cement
?,?,?,?,?,?,?,?,?,9.2963,?,?,5.88889,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,17.5185,?,?,21.5556,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,3.40741,?,?,2.11111,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,126.111,?,?,122.111,?,?,?,?,?,?,sky
?,?,?,?,?,?,?,?,?,19.2963,?,?,15.8889,?,?,?,?,?,?,cement
?,?,?,?,?,?,?,?,?,5.96296,?,?,3.33333,?,?,?,?,?,?,brickface
?,?,?,?,?,?,?,?,?,10.5185,?,?,15.8889,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,59.0,?,?,51.2222,?,?,?,?,?,?,cement
?,?,?,?,?,?,?,?,?,13.2963,?,?,10.5556,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,6.0,?,?,3.44444,?,?,?,?,?,?,brickface
?,?,?,?,?,?,?,?,?,55.0741,?,?,47.5556,?,?,?,?,?,?,path
?,?,?,?,?,?,?,?,?,7.77778,?,?,11.5556,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,1.37037,?,?,0.777778,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,23.7037,?,?,28.3333,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,5.11111,?,?,2.66667,?,?,?,?,?,?,brickface
?,?,?,?,?,?,?,?,?,21.3704,?,?,16.4444,?,?,?,?,?,?,cement
?,?,?,?,?,?,?,?,?,51.7778,?,?,45.1111,?,?,?,?,?,?,path
?,?,?,?,?,?,?,?,?,14.0,?,?,17.5556,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,101.852,?,?,93.2222,?,?,?,?,?,?,sky
?,?,?,?,?,?,?,?,?,19.4444,?,?,15.6667,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,27.1481,?,?,20.4444,?,?,?,?,?,?,brickface
?,?,?,?,?,?,?,?,?,17.1852,?,?,22.8889,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,4.66667,?,?,2.33333,?,?,?,?,?,?,brickface
?,?,?,?,?,?,?,?,?,6.40741,?,?,7.0,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,6.25926,?,?,3.55556,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,40.4444,?,?,37.4444,?,?,?,?,?,?,path
?,?,?,?,?,?,?,?,?,12.5926,?,?,17.0,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,140.259,?,?,137.333,?,?,?,?,?,?,sky
?,?,?,?,?,?,?,?,?,3.40741,?,?,1.44444,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,6.14815,?,?,3.44444,?,?,?,?,?,?,brickface
?,?,?,?,?,?,?,?,?,114.63,?,?,110.111,?,?,?,?,?,?,sky
?,?,?,?,?,?,?,?,?,136.296,?,?,132.778,?,?,?,?,?,?,sky
?,?,?,?,?,?,?,?,?,40.8889,?,?,36.7778,?,?,?,?,?,?,path
?,?,?,?,?,?,?,?,?,36.1852,?,?,32.0,?,?,?,?,?,?,cement
?,?,?,?,?,?,?,?,?,4.66667,?,?,5.66667,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,11.6296,?,?,16.1111,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,17.7778,?,?,13.1111,?,?,?,?,?,?,brickface
?,?,?,?,?,?,?,?,?,22.1852,?,?,27.7778,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,134.926,?,?,131.111,?,?,?,?,?,?,sky
?,?,?,?,?,?,?,?,?,3.40741,?,?,3.11111,?,?,?,?,?,?,foliage
?,?,?,?,?,?,?,?,?,138.074,?,?,135.111,?,?,?,?,?,?,sky
?,?,?,?,?,?,?,?,?,69.4444,?,?,61.2222,?,?,?,?,?,?,cement
?,?,?,?,?,?,?,?,?,51.1111,?,?,44.2222,?,?,?,?,?,?,path
?,?,?,?,?,?,?,?,?,29.5926,?,?,25.1111,?,?,?,?,?,?,cement
?,?,?,?,?,?,?,?,?,15.7407,?,?,20.4444,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,62.4074,?,?,54.6667,?,?,?,?,?,?,cement
?,?,?,?,?,?,?,?,?,16.8519,?,?,13.7778,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,8.48148,?,?,6.22222,?,?,?,?,?,?,window
?,?,?,?,?,?,?,?,?,6.22222,?,?,3.66667,?,?,?,?,?,?,brickface
?,?,?,?,?,?,?,?,?,5.66667,?,?,3.0,?,?,?,?,?,?,brickface
?,?,?,?,?,?,?,?,?,22.7407,?,?,18.5556,?,?,?,?,?,?,cement
?,?,?,?,?,?,?,?,?,113.667,?,?,107.778,?,?,?,?,?,?,sky
?,?,?,?,?,?,?,?,?,19.1481,?,?,25.1111,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,130.148,?,?,126.444,?,?,?,?,?,?,sky
?,?,?,?,?,?,?,?,?,49.7778,?,?,43.1111,?,?,?,?,?,?,cement
?,?,?,?,?,?,?,?,?,50.3333,?,?,44.1111,?,?,?,?,?,?,path
?,?,?,?,?,?,?,?,?,16.9259,?,?,21.7778,?,?,?,?,?,?,grass
?,?,?,?,?,?,?,?,?,46.3704,?,?,40.1111,?,?,?,?,?,?,path
?,?,?,?,?,?,?,?,?,55.0,?,?,52.1111,?,?,?,?,?,?,foliage
