,,0.0262,0.0386,0.0645,,,,0.0598,0.1334,0.2969,,0.5677,,,,,,,,0.7685,,,,0.3711,,,0.0876,,0.1714,,0.4612,,,,,,,0.3676,,,,0.1552,0.0377,,,0.0264,,,,,,,,,,0.0035,,0.0048,,1
,,0.0289,0.0195,0.0515,,,,0.1168,0.1476,0.2118,,0.2354,,,,,,,,0.742,,,,0.8949,,,0.9649,,0.6257,,0.2945,,,,,,,0.4513,,,,0.3141,0.3693,,,0.0849,,,,,,,,,,0.0013,,0.0032,,1
,,0.1385,0.1484,0.1776,,,,0.163,0.2067,0.4257,,0.7131,,,,,,,,0.7959999999999999,,,,0.486,,,0.564,,0.3369,,0.2339,,,,,,,0.3603,,,,0.3404,0.1753,,,0.0643,,,,,,,,,,0.0022,,0.0146,,1
,,0.0539,0.0411,0.0613,,,,0.2592,0.3745,0.4229,,0.5404,,,,,,,,0.765,,,,0.6484,,,0.938,,0.6074,,0.6890000000000001,,,,,,,0.5716,,,,0.4302,0.4831,,,0.1539,,,,,,,,,,0.0042,,0.0031,,1
,,0.0621,0.0518,0.1072,,,,0.3416,0.4284,0.3015,,0.3299,,,,,,,,0.5001,,,,0.8109,,,0.6203,,0.2595,,0.6762,,,,,,,0.4993,,,,0.2737,0.2812,,,0.0491,,,,,,,,,,0.0037,,0.0114,,0
,,0.1099,0.1083,0.0974,,,,0.5598,0.6194,0.6333,,0.5544,,,,,,,,0.7974,,,,0.5331,,,0.8533,,0.8514,,0.5045,,,,,,,0.5375,,,,0.2129,0.2222,,,0.1348,,,,,,,,,,0.0316,,0.0095,,0
,,0.0604,0.0449,0.0597,,,,0.1052,0.212,0.16399999999999998,,0.3026,,,,,,,,0.5801,,,,0.6446,,,0.498,,0.235,,0.3666,,,,,,,0.5499,,,,0.2351,0.2298,,,0.0621,,,,,,,,,,0.0114,,0.0147,,0
,,0.0505,0.0707,0.1313,,,,0.3595,0.5915,0.6675,,0.5175,,,,,,,,0.8959,,,,0.7201,,,0.982,,0.4848,,0.2775,,,,,,,0.5993,,,,0.4655,0.4777,,,0.1227,,,,,,,,,,0.0043,,0.0055,,1
,,0.027000000000000003,0.0481,0.0679,,,,0.0759,0.092,0.1475,,0.1119,,,,,,,,0.3485,,,,0.8677,,,0.8833,,0.8296,,0.5499,,,,,,,0.1551,,,,0.2746,0.1651,,,0.0598,,,,,,,,,,0.0143,,0.0051,,0
,,0.0081,0.023,0.0586,,,,0.0576,0.0818,0.1315,,0.2789,,,,,,,,0.5665,,,,0.8856,,,0.8564,,0.5587,,0.2946,,,,,,,0.2309,,,,0.1756,0.1424,,,0.0469,,,,,,,,,,0.003,,0.0058,,0
