,,,2.06,2.04,3.69,4.22,3.84,,,,0.5,3.14,,-0.66,,,-0.48,,,-2.32,,0.41,2.27,,-0.52,,,,,,,1.57,,,,,-1.72,2.3,,1
,,,-0.46,1.4,1.78,3.78,3.68,,,,3.92,3.25,,2.62,,,1.62,,,0.24,,0.61,0.01,,-0.76,,,,,,,-0.91,,,,,-0.77,0.4,,2
,,,0.65,-1.53,0.27,1.89,3.63,,,,4.49,4.04,,1.71,,,-0.81,,,0.33,,0.28,0.47,,-0.19,,,,,,,0.46,,,,,0.43,3.02,,1
,,,1.21,0.65,0.16,3.67,2.43,,,,4.4,5.76,,2.63,,,2.04,,,0.18,,0.64,0.04,,0.58,,,,,,,-0.0,,,,,-1.23,-2.15,,2
,,,4.28,2.43,5.34,5.7,4.86,,,,0.97,0.3,,0.61,,,0.0,,,-0.63,,-0.29,-1.38,,-0.15,,,,,,,-0.52,,,,,0.2,0.15,,1
,,,1.24,2.95,2.62,2.13,3.7,,,,4.18,3.23,,1.0,,,0.56,,,-0.15,,-0.83,-0.05,,1.46,,,,,,,-0.56,,,,,0.68,-0.48,,1
,,,3.83,2.95,3.97,3.89,3.15,,,,1.36,0.96,,2.33,,,1.1,,,0.1,,2.28,1.17,,0.81,,,,,,,-1.9,,,,,0.45,-0.41,,0
,,,2.14,4.03,4.53,6.84,5.23,,,,1.84,-1.04,,1.55,,,-0.07,,,-0.92,,-1.18,-1.48,,0.93,,,,,,,0.56,,,,,0.24,0.35,,0
,,,0.87,1.87,2.33,3.28,3.73,,,,2.31,1.25,,1.28,,,0.37,,,-1.04,,0.8,0.01,,-1.24,,,,,,,0.34,,,,,-0.09,0.56,,1
,,,4.53,3.42,3.76,6.36,5.79,,,,3.43,-0.02,,-0.94,,,-0.09,,,1.16,,-1.48,0.34,,0.58,,,,,,,-1.89,,,,,0.25,-1.26,,1
,,,-0.34,-0.6,-0.19,1.16,3.71,,,,3.41,4.82,,3.52,,,0.86,,,-0.87,,0.04,0.62,,-2.05,,,,,,,0.43,,,,,1.11,-0.17,,2
,,,-0.19,1.07,1.56,2.94,0.66,,,,4.28,3.4,,1.26,,,-0.7,,,0.71,,0.97,1.42,,1.3,,,,,,,1.45,,,,,-0.62,1.74,,2
,,,3.63,2.56,4.5,4.79,3.56,,,,3.77,1.17,,0.67,,,-0.01,,,0.06,,0.3,-0.1,,0.13,,,,,,,0.28,,,,,0.98,1.79,,1
,,,0.35,0.23,1.86,1.57,2.12,,,,4.46,3.74,,3.23,,,-0.41,,,-0.01,,0.75,-0.14,,-0.34,,,,,,,0.24,,,,,1.47,-1.38,,2
