,,,,,,,,,0.1334,,,,,,,,,,,0.7685,,,,,,,0.0876,,,,0.4612,,,,,,,0.3676,,,,,,,,,,,,,,,,,,,,0.0048,,1
,,,,,,,,,0.1476,,,,,,,,,,,0.742,,,,,,,0.9649,,,,0.2945,,,,,,,0.4513,,,,,,,,,,,,,,,,,,,,0.0032,,1
,,,,,,,,,0.2067,,,,,,,,,,,0.7959999999999999,,,,,,,0.564,,,,0.2339,,,,,,,0.3603,,,,,,,,,,,,,,,,,,,,0.0146,,1
,,,,,,,,,0.3745,,,,,,,,,,,0.765,,,,,,,0.938,,,,0.6890000000000001,,,,,,,0.5716,,,,,,,,,,,,,,,,,,,,0.0031,,1
,,,,,,,,,0.4284,,,,,,,,,,,0.5001,,,,,,,0.6203,,,,0.6762,,,,,,,0.4993,,,,,,,,,,,,,,,,,,,,0.0114,,0
,,,,,,,,,0.6194,,,,,,,,,,,0.7974,,,,,,,0.8533,,,,0.5045,,,,,,,0.5375,,,,,,,,,,,,,,,,,,,,0.0095,,0
,,,,,,,,,0.212,,,,,,,,,,,0.5801,,,,,,,0.498,,,,0.3666,,,,,,,0.5499,,,,,,,,,,,,,,,,,,,,0.0147,,0
,,,,,,,,,0.5915,,,,,,,,,,,0.8959,,,,,,,0.982,,,,0.2775,,,,,,,0.5993,,,,,,,,,,,,,,,,,,,,0.0055,,1
,,,,,,,,,0.092,,,,,,,,,,,0.3485,,,,,,,0.8833,,,,0.5499,,,,,,,0.1551,,,,,,,,,,,,,,,,,,,,0.0051,,0
,,,,,,,,,0.0818,,,,,,,,,,,0.5665,,,,,,,0.8564,,,,0.2946,,,,,,,0.2309,,,,,,,,,,,,,,,,,,,,0.0058,,0
,,,,,,,,,0.4372,,,,,,,,,,,0.5760000000000001,,,,,,,0.4402,,,,0.3522,,,,,,,0.1815,,,,,,,,,,,,,,,,,,,,0.0126,,1
,,,,,,,,,0.1806,,,,,,,,,,,0.5148,,,,,,,0.5843,,,,0.1592,,,,,,,0.0589,,,,,,,,,,,,,,,,,,,,0.0068,,0
,,,,,,,,,0.2571,,,,,,,,,,,0.7209,,,,,,,0.8664,,,,0.4056,,,,,,,0.3765,,,,,,,,,,,,,,,,,,,,0.0082,,1
,,,,,,,,,0.0351,,,,,,,,,,,0.9144,,,,,,,0.4113,,,,0.3169,,,,,,,0.4737,,,,,,,,,,,,,,,,,,,,0.0112,,1
,,,,,,,,,0.2529,,,,,,,,,,,0.3164,,,,,,,1.0,,,,0.7305,,,,,,,0.1929,,,,,,,,,,,,,,,,,,,,0.0077,,1
,,,,,,,,,0.5378,,,,,,,,,,,0.9777,,,,,,,0.2649,,,,0.3296,,,,,,,0.8827,,,,,,,,,,,,,,,,,,,,0.0068,,1
,,,,,,,,,0.2522,,,,,,,,,,,0.7473,,,,,,,0.8616,,,,0.1745,,,,,,,0.0734,,,,,,,,,,,,,,,,,,,,0.0052,,0
