,,,,0.0645,,,,,0.1334,,,0.5677,,,,,,,,0.7685,,,,,,,0.0876,,0.1714,,0.4612,,,,,,,0.3676,,,,,0.0377,,,0.0264,,,,,,,,,,0.0035,,0.0048,,1
,,,,0.0515,,,,,0.1476,,,0.2354,,,,,,,,0.742,,,,,,,0.9649,,0.6257,,0.2945,,,,,,,0.4513,,,,,0.3693,,,0.0849,,,,,,,,,,0.0013,,0.0032,,1
,,,,0.1776,,,,,0.2067,,,0.7131,,,,,,,,0.7959999999999999,,,,,,,0.564,,0.3369,,0.2339,,,,,,,0.3603,,,,,0.1753,,,0.0643,,,,,,,,,,0.0022,,0.0146,,1
,,,,0.0613,,,,,0.3745,,,0.5404,,,,,,,,0.765,,,,,,,0.938,,0.6074,,0.6890000000000001,,,,,,,0.5716,,,,,0.4831,,,0.1539,,,,,,,,,,0.0042,,0.0031,,1
,,,,0.1072,,,,,0.4284,,,0.3299,,,,,,,,0.5001,,,,,,,0.6203,,0.2595,,0.6762,,,,,,,0.4993,,,,,0.2812,,,0.0491,,,,,,,,,,0.0037,,0.0114,,0
,,,,0.0974,,,,,0.6194,,,0.5544,,,,,,,,0.7974,,,,,,,0.8533,,0.8514,,0.5045,,,,,,,0.5375,,,,,0.2222,,,0.1348,,,,,,,,,,0.0316,,0.0095,,0
,,,,0.0597,,,,,0.212,,,0.3026,,,,,,,,0.5801,,,,,,,0.498,,0.235,,0.3666,,,,,,,0.5499,,,,,0.2298,,,0.0621,,,,,,,,,,0.0114,,0.0147,,0
,,,,0.1313,,,,,0.5915,,,0.5175,,,,,,,,0.8959,,,,,,,0.982,,0.4848,,0.2775,,,,,,,0.5993,,,,,0.4777,,,0.1227,,,,,,,,,,0.0043,,0.0055,,1
,,,,0.0679,,,,,0.092,,,0.1119,,,,,,,,0.3485,,,,,,,0.8833,,0.8296,,0.5499,,,,,,,0.1551,,,,,0.1651,,,0.0598,,,,,,,,,,0.0143,,0.0051,,0
,,,,0.0586,,,,,0.0818,,,0.2789,,,,,,,,0.5665,,,,,,,0.8564,,0.5587,,0.2946,,,,,,,0.2309,,,,,0.1424,,,0.0469,,,,,,,,,,0.003,,0.0058,,0
,,,,0.0348,,,,,0.4372,,,0.7022,,,,,,,,0.5760000000000001,,,,,,,0.4402,,0.1797,,0.3522,,,,,,,0.1815,,,,,0.0812,,,0.0439,,,,,,,,,,0.0032,,0.0126,,1
,,,,0.0249,,,,,0.1806,,,0.1975,,,,,,,,0.5148,,,,,,,0.5843,,0.5201,,0.1592,,,,,,,0.0589,,,,,0.2,,,0.196,,,,,,,,,,0.009000000000000001,,0.0068,,0
,,,,0.0397,,,,,0.2571,,,0.3603,,,,,,,,0.7209,,,,,,,0.8664,,0.6345,,0.4056,,,,,,,0.3765,,,,,0.157,,,0.0797,,,,,,,,,,0.0056,,0.0082,,1
,,,,0.1026,,,,,0.0351,,,0.2268,,,,,,,,0.9144,,,,,,,0.4113,,0.3149,,0.3169,,,,,,,0.4737,,,,,0.265,,,0.053,,,,,,,,,,0.0117,,0.0112,,1
,,,,0.0351,,,,,0.2529,,,0.1878,,,,,,,,0.3164,,,,,,,1.0,,0.6979,,0.7305,,,,,,,0.1929,,,,,0.1309,,,0.1059,,,,,,,,,,0.013999999999999999,,0.0077,,1
,,,,0.0232,,,,,0.5378,,,0.0616,,,,,,,,0.9777,,,,,,,0.2649,,0.6502,,0.3296,,,,,,,0.8827,,,,,0.2694,,,0.23399999999999999,,,,,,,,,,0.019,,0.0068,,1
,,,,0.008,,,,,0.2522,,,0.3906,,,,,,,,0.7473,,,,,,,0.8616,,0.4084,,0.1745,,,,,,,0.0734,,,,,0.1886,,,0.0183,,,,,,,,,,0.0099,,0.0052,,0
,,,,0.1129,,,,,0.1808,,,0.1749,,,,,,,,0.5103,,,,,,,0.4146,,0.4437,,0.2024,,,,,,,0.0999,,,,,0.1761,,,0.11900000000000001,,,,,,,,,,0.0104,,0.022000000000000002,,0
,,,,0.1267,,,,,0.2718,,,0.3843,,,,,,,,0.6918,,,,,,,0.708,,0.5215,,0.3129,,,,,,,0.1986,,,,,0.114,,,0.0624,,,,,,,,,,0.0107,,0.0097,,1
,,,,0.1183,,,,,0.2872,,,0.6919,,,,,,,,0.5212,,,,,,,0.2767,,0.2028,,0.2947,,,,,,,0.184,,,,,0.1628,,,0.053,,,,,,,,,,0.013999999999999999,,0.0052,,0
,,,,0.0211,,,,,0.0734,,,0.1055,,,,,,,,0.4449,,,,,,,0.9503,,0.9084,,0.7571,,,,,,,0.1669,,,,,0.2887,,,0.1015,,,,,,,,,,0.0029,,0.006999999999999999,,0
,,,,0.0611,,,,,0.2792,,,0.4981,,,,,,,,0.8240000000000001,,,,,,,0.0284,,0.2636,,0.293,,,,,,,0.182,,,,,0.142,,,0.0672,,,,,,,,,,0.0052,,0.0124,,1
,,,,0.053,,,,,0.0888,,,0.1599,,,,,,,,0.2257,,,,,,,0.6624,,0.3925,,0.2054,,,,,,,0.1166,,,,,0.0948,,,0.0381,,,,,,,,,,0.0018,,0.0024,,0
,,,,0.08,,,,,0.0998,,,0.2655,,,,,,,,0.3112,,,,,,,0.6988,,0.7025,,0.7446,,,,,,,0.17800000000000002,,,,,0.4567,,,0.3287,,,,,,,,,,0.0203,,0.0115,,1
,,,,0.2252,,,,,0.3083,,,0.6173,,,,,,,,0.7156,,,,,,,0.2847,,0.1671,,0.1362,,,,,,,0.2236,,,,,0.0255,,,0.0434,,,,,,,,,,0.0045,,0.0152,,1
,,,,0.1364,,,,,0.2013,,,0.35100000000000003,,,,,,,,0.8396,,,,,,,0.8798,,0.5711,,0.28600000000000003,,,,,,,0.1637,,,,,0.13699999999999998,,,0.0373,,,,,,,,,,0.0054,,0.0028,,1
,,,,0.1075,,,,,0.2936,,,0.2456,,,,,,,,0.0576,,,,,,,0.9349,,1.0,,0.8478,,,,,,,0.4731,,,,,0.5379,,,0.1541,,,,,,,,,,0.0072,,0.0017,,1
,,,,0.0352,,,,,0.163,,,0.1542,,,,,,,,0.3598,,,,,,,0.7673,,0.8463,,0.4444,,,,,,,0.2561,,,,,0.0815,,,0.1018,,,,,,,,,,0.0035,,0.0044,,0
,,,,0.0646,,,,,0.2058,,,0.3141,,,,,,,,0.54,,,,,,,0.8987,,0.9201,,0.6033,,,,,,,0.2545,,,,,0.4286,,,0.4315,,,,,,,,,,0.0095,,0.0098,,1
,,,,0.0165,,,,,0.7106,,,0.3,,,,,,,,0.6527,,,,,,,0.3444,,0.4182,,0.1162,,,,,,,0.4572,,,,,0.1824,,,0.1164,,,,,,,,,,0.0027,,0.0059,,1
,,,,0.0428,,,,,0.1375,,,0.2112,,,,,,,,0.6663,,,,,,,1.0,,0.6585,,0.1746,,,,,,,0.4708,,,,,0.3659,,,0.0694,,,,,,,,,,0.0011,,0.0033,,1
,,,,0.0197,,,,,0.11800000000000001,,,0.0656,,,,,,,,0.5911,,,,,,,0.8513,,0.9166,,0.6177,,,,,,,0.3384,,,,,0.1491,,,0.0602,,,,,,,,,,0.0034,,0.0051,,0
,,,,0.0393,,,,,0.2684,,,0.2275,,,,,,,,0.413,,,,,,,1.0,,0.6199,,0.5547,,,,,,,0.1676,,,,,0.1339,,,0.1521,,,,,,,,,,0.0065,,0.0193,,1
,,,,0.1783,,,,,0.3759,,,0.2301,,,,,,,,0.8319,,,,,,,0.3788,,0.6281,,0.7328,,,,,,,0.6286,,,,,0.2527,,,0.0604,,,,,,,,,,0.0049,,0.0028,,0
,,,,0.133,,,,,0.6609,,,0.165,,,,,,,,0.9939,,,,,,,0.5247,,0.8316,,0.3741,,,,,,,0.7601,,,,,0.3722,,,0.0768,,,,,,,,,,0.0141,,0.0025,,1
,,,,0.0679,,,,,0.1036,,,0.1546,,,,,,,,0.8297,,,,,,,0.9134,,0.4659,,0.2959,,,,,,,0.0371,,,,,0.0431,,,0.0327,,,,,,,,,,0.0076,,0.0055,,0
,,,,0.0183,,,,,0.2259,,,0.3827,,,,,,,,0.7561,,,,,,,0.6084,,0.8557,,0.2897,,,,,,,0.0407,,,,,0.0971,,,0.1874,,,,,,,,,,0.0061,,0.003,,0
,,,,0.0525,,,,,0.1483,,,0.08900000000000001,,,,,,,,0.6673,,,,,,,0.9092,,0.6962,,0.5447,,,,,,,0.1831,,,,,0.0375,,,0.0179,,,,,,,,,,0.0039,,0.0023,,0
,,,,0.0458,,,,,0.1838,,,0.3647,,,,,,,,0.3246,,,,,,,0.4655,,0.7474,,0.7981,,,,,,,0.8753,,,,,0.3639,,,0.1306,,,,,,,,,,0.0024,,0.0109,,0
,,,,0.0362,,,,,0.1302,,,0.0628,,,,,,,,0.5959,,,,,,,0.8752,,0.6616,,0.5128,,,,,,,0.1845,,,,,0.0492,,,0.0247,,,,,,,,,,0.0017,,0.0086,,0
,,,,0.0085,,,,,0.0901,,,0.1226,,,,,,,,0.4084,,,,,,,0.6404,,0.3425,,0.4592,,,,,,,0.4603,,,,,0.0949,,,0.0383,,,,,,,,,,0.0053,,0.0052,,0
,,,,0.0076,,,,,0.2271,,,0.2657,,,,,,,,0.7934,,,,,,,0.9818,,0.6381,,0.3242,,,,,,,0.1439,,,,,0.1742,,,0.1181,,,,,,,,,,0.0037,,0.0057,,1
