,,,2.51,,0.05,8.83,,0.0,6
,,,1.51,,0.13,11.27,,0.28,4
,,,1.74,,0.16,7.36,,0.12,1
,,,1.86,,0.6,10.09,,0.0,4
,,,1.33,,0.59,8.59,,0.0,0
,,,1.28,,0.55,9.07,,0.0,0
,,,1.55,,0.68,8.05,,0.09,1
,,,1.24,,0.62,8.68,,0.35,1
,,,1.3,,0.61,8.69,,0.14,0
,,,0.29,,0.03,9.0,,0.0,0
,,,0.83,,0.0,9.49,,0.0,2
,,,1.14,,0.58,8.17,,0.0,0
,,,1.94,,0.0,8.48,,0.0,6
,,,1.74,,0.0,9.95,,0.0,5
,,,1.25,,0.37,7.94,,0.14,1
,,,1.99,,0.0,8.28,,0.0,6
,,,1.31,,0.31,8.61,,0.0,6
,,,1.18,,0.57,8.83,,0.16,0
,,,0.51,,0.09,10.06,,0.16,0
,,,3.02,,6.21,6.93,,0.0,4
,,,1.41,,0.59,8.43,,0.0,0
,,,0.82,,0.12,10.17,,0.03,0
,,,2.88,,0.08,9.18,,0.0,6
,,,1.54,,0.72,7.9,,0.0,1
,,,1.61,,0.68,8.11,,0.0,1
,,,0.58,,0.11,9.65,,0.0,2
,,,1.26,,0.56,8.6,,0.0,1
,,,1.67,,0.53,9.57,,0.17,1
,,,1.41,,0.55,8.31,,0.1,1
,,,1.27,,0.54,8.32,,0.32,1
,,,2.68,,0.08,9.07,,0.05,6
,,,0.75,,0.16,8.89,,0.24,2
,,,1.18,,0.06,8.89,,0.0,0
,,,1.54,,0.66,8.03,,0.0,1
,,,1.33,,0.51,8.28,,0.0,1
,,,1.52,,0.67,7.83,,0.0,1
,,,1.34,,0.57,8.75,,0.0,0
,,,1.35,,0.62,8.59,,0.0,0
,,,1.0,,0.12,16.19,,0.24,1
,,,1.28,,0.6,9.14,,0.11,0
,,,1.29,,0.59,8.7,,0.0,0
,,,0.56,,0.0,10.99,,0.0,1
,,,1.19,,0.0,9.77,,0.0,5
