1.51609,15.01,0.0,2.51,73.05,0.05,8.83,0.53,0.0,6
1.52119,12.97,0.33,1.51,73.39,0.13,11.27,0.0,0.28,4
1.5157399999999999,14.86,3.67,1.74,71.87,0.16,7.36,0.0,0.12,1
1.51915,12.73,1.85,1.86,72.69,0.6,10.09,0.0,0.0,4
1.51779,13.21,3.39,1.33,72.76,0.59,8.59,0.0,0.0,0
1.51837,13.14,2.84,1.28,72.85,0.55,9.07,0.0,0.0,0
1.51594,13.09,3.52,1.55,72.87,0.68,8.05,0.0,0.09,1
1.51839,12.85,3.67,1.24,72.57,0.62,8.68,0.0,0.35,1
1.51768,12.65,3.56,1.3,73.08,0.61,8.69,0.0,0.14,0
1.51966,14.77,3.75,0.29,72.02,0.03,9.0,0.0,0.0,0
1.5212700000000001,14.32,3.9,0.83,71.5,0.0,9.49,0.0,0.0,2
1.5174299999999998,13.3,3.6,1.14,73.09,0.58,8.17,0.0,0.0,0
1.51651,14.38,0.0,1.94,73.61,0.0,8.48,1.57,0.0,6
1.51888,14.99,0.78,1.74,72.5,0.0,9.95,0.0,0.0,5
1.51613,13.92,3.52,1.25,72.88,0.37,7.94,0.0,0.14,1
1.5165799999999998,14.8,0.0,1.99,73.11,0.0,8.28,1.71,0.0,6
1.52365,15.79,1.83,1.31,70.43,0.31,8.61,1.68,0.0,6
1.5186899999999999,13.19,3.37,1.18,72.72,0.57,8.83,0.0,0.16,0
1.5232,13.72,3.72,0.51,71.75,0.09,10.06,0.0,0.16,0
1.51321,13.0,0.0,3.02,70.7,6.21,6.93,0.0,0.0,4
1.51793,13.21,3.48,1.41,72.64,0.59,8.43,0.0,0.0,0
1.5230000000000001,13.31,3.58,0.82,71.99,0.12,10.17,0.0,0.03,0
1.51623,14.14,0.0,2.88,72.61,0.08,9.18,1.06,0.0,6
1.51596,13.02,3.56,1.54,73.11,0.72,7.9,0.0,0.0,1
1.5169,13.33,3.54,1.61,72.54,0.68,8.11,0.0,0.0,1
1.52121,14.03,3.76,0.58,71.79,0.11,9.65,0.0,0.0,2
1.51667,12.94,3.61,1.26,72.75,0.56,8.6,0.0,0.0,1
1.52068,13.55,2.09,1.67,72.18,0.53,9.57,0.27,0.17,1
1.51829,13.24,3.9,1.41,72.33,0.55,8.31,0.0,0.1,1
1.5184799999999998,13.64,3.87,1.27,71.96,0.54,8.32,0.0,0.32,1
1.51545,14.14,0.0,2.68,73.39,0.08,9.07,0.61,0.05,6
1.51934,13.64,3.54,0.75,72.65,0.16,8.89,0.15,0.24,2
1.51911,13.9,3.73,1.18,72.12,0.06,8.89,0.0,0.0,0
1.51645,13.44,3.61,1.54,72.39,0.66,8.03,0.0,0.0,1
1.5184600000000001,13.41,3.89,1.33,72.38,0.51,8.28,0.0,0.0,1
1.51593,13.09,3.59,1.52,73.1,0.67,7.83,0.0,0.0,1
1.51783,12.69,3.54,1.34,72.95,0.57,8.75,0.0,0.0,0
1.5175100000000001,12.81,3.57,1.35,73.02,0.62,8.59,0.0,0.0,0
1.53393,12.3,0.0,1.0,70.16,0.12,16.19,0.0,0.24,1
1.51926,13.2,3.33,1.28,72.36,0.6,9.14,0.0,0.11,0
1.51736,12.78,3.62,1.29,72.79,0.59,8.7,0.0,0.0,0
1.5181799999999999,13.72,0.0,0.56,74.45,0.0,10.99,0.0,0.0,1
1.51937,13.79,2.41,1.19,72.76,0.0,9.77,0.0,0.0,5
