,,,149.0,57.0,7.0,149.0,44.0,19.0,143.0,172.0,335.0,,69.0,,0.0,189.0,194.0,1
,,,190.0,70.0,7.0,155.0,41.0,19.0,145.0,179.0,372.0,,67.0,,7.0,202.0,206.0,2
,,,188.0,57.0,7.0,236.0,28.0,26.0,164.0,256.0,833.0,,81.0,,14.0,185.0,185.0,2
,,,175.0,60.0,9.0,170.0,39.0,21.0,134.0,191.0,433.0,,68.0,,28.0,191.0,199.0,1
,,,205.0,64.0,11.0,220.0,30.0,25.0,166.0,229.0,710.0,,71.0,,11.0,189.0,199.0,1
,,,169.0,59.0,7.0,162.0,41.0,20.0,133.0,178.0,394.0,,63.0,,6.0,198.0,204.0,0
,,,216.0,69.0,11.0,219.0,30.0,25.0,176.0,228.0,708.0,,73.0,,3.0,186.0,196.0,0
,,,146.0,58.0,7.0,135.0,50.0,18.0,124.0,155.0,270.0,,66.0,,25.0,190.0,195.0,1
,,,199.0,73.0,6.0,162.0,40.0,20.0,127.0,189.0,401.0,,72.0,,19.0,200.0,204.0,2
,,,153.0,61.0,7.0,146.0,46.0,19.0,127.0,166.0,314.0,,69.0,,9.0,187.0,194.0,0
,,,154.0,64.0,9.0,147.0,45.0,19.0,148.0,169.0,324.0,,71.0,,4.0,188.0,199.0,3
,,,170.0,52.0,7.0,236.0,28.0,26.0,160.0,254.0,816.0,,82.0,,23.0,183.0,184.0,2
,,,203.0,65.0,5.0,209.0,31.0,24.0,159.0,232.0,671.0,,78.0,,11.0,191.0,189.0,2
,,,149.0,57.0,8.0,156.0,43.0,20.0,133.0,185.0,358.0,,74.0,,23.0,183.0,190.0,0
,,,129.0,59.0,6.0,116.0,57.0,17.0,135.0,137.0,203.0,,64.0,,9.0,199.0,204.0,3
,,,113.0,53.0,6.0,122.0,55.0,17.0,129.0,143.0,218.0,,79.0,,7.0,181.0,185.0,3
,,,230.0,70.0,11.0,226.0,30.0,25.0,182.0,234.0,752.0,,72.0,,13.0,187.0,198.0,0
,,,141.0,62.0,7.0,152.0,44.0,19.0,145.0,178.0,341.0,,84.0,,4.0,181.0,184.0,2
,,,147.0,60.0,6.0,128.0,52.0,18.0,141.0,149.0,246.0,,61.0,,4.0,201.0,208.0,3
,,,213.0,67.0,9.0,206.0,32.0,23.0,167.0,223.0,629.0,,72.0,,19.0,187.0,196.0,1
,,,200.0,61.0,11.0,225.0,30.0,25.0,178.0,228.0,730.0,,74.0,,35.0,187.0,201.0,0
,,,199.0,60.0,11.0,211.0,31.0,24.0,156.0,223.0,663.0,,68.0,,9.0,190.0,200.0,1
,,,143.0,59.0,7.0,128.0,52.0,18.0,129.0,147.0,246.0,,62.0,,6.0,202.0,209.0,3
,,,151.0,64.0,8.0,128.0,52.0,18.0,129.0,148.0,246.0,,66.0,,2.0,195.0,200.0,3
,,,187.0,68.0,8.0,159.0,42.0,20.0,134.0,183.0,378.0,,69.0,,16.0,190.0,197.0,1
,,,223.0,66.0,10.0,211.0,32.0,24.0,164.0,223.0,659.0,,67.0,,16.0,190.0,203.0,1
,,,191.0,57.0,6.0,241.0,28.0,26.0,170.0,267.0,857.0,,85.0,,9.0,184.0,184.0,2
,,,113.0,57.0,3.0,118.0,57.0,17.0,128.0,137.0,204.0,,88.0,,14.0,180.0,183.0,3
,,,160.0,51.0,7.0,217.0,30.0,24.0,165.0,240.0,703.0,,81.0,,25.0,188.0,188.0,2
,,,172.0,60.0,8.0,147.0,45.0,19.0,142.0,174.0,322.0,,62.0,,10.0,206.0,211.0,0
,,,158.0,59.0,7.0,140.0,47.0,18.0,124.0,165.0,298.0,,61.0,,3.0,201.0,207.0,1
,,,131.0,55.0,7.0,150.0,45.0,19.0,134.0,167.0,330.0,,80.0,,1.0,180.0,186.0,0
,,,189.0,57.0,10.0,222.0,30.0,25.0,177.0,225.0,731.0,,71.0,,17.0,188.0,197.0,0
,,,162.0,60.0,8.0,150.0,45.0,19.0,125.0,172.0,331.0,,67.0,,33.0,191.0,198.0,0
,,,202.0,66.0,9.0,188.0,35.0,22.0,144.0,216.0,526.0,,72.0,,11.0,190.0,197.0,1
,,,166.0,65.0,10.0,153.0,44.0,19.0,156.0,170.0,348.0,,66.0,,17.0,194.0,203.0,3
,,,153.0,58.0,8.0,140.0,48.0,18.0,138.0,165.0,290.0,,64.0,,21.0,199.0,206.0,0
,,,183.0,59.0,10.0,210.0,32.0,24.0,173.0,217.0,648.0,,72.0,,22.0,188.0,196.0,0
,,,181.0,52.0,6.0,257.0,26.0,28.0,169.0,287.0,968.0,,85.0,,21.0,182.0,184.0,2
,,,204.0,63.0,6.0,218.0,30.0,24.0,156.0,232.0,719.0,,77.0,,7.0,189.0,189.0,2
,,,153.0,59.0,8.0,139.0,48.0,18.0,139.0,159.0,289.0,,62.0,,17.0,201.0,209.0,3
,,,211.0,70.0,10.0,189.0,35.0,22.0,141.0,214.0,535.0,,71.0,,21.0,187.0,194.0,0
,,,150.0,64.0,10.0,133.0,50.0,18.0,141.0,157.0,265.0,,67.0,,0.0,193.0,201.0,3
,,,160.0,64.0,9.0,151.0,44.0,19.0,148.0,173.0,339.0,,70.0,,11.0,192.0,199.0,3
,,,159.0,63.0,9.0,144.0,46.0,19.0,143.0,160.0,309.0,,63.0,,10.0,199.0,207.0,3
,,,175.0,70.0,12.0,157.0,43.0,20.0,155.0,172.0,358.0,,69.0,,21.0,190.0,200.0,3
,,,125.0,54.0,7.0,150.0,45.0,19.0,140.0,171.0,327.0,,85.0,,8.0,180.0,182.0,2
,,,194.0,56.0,6.0,260.0,26.0,28.0,175.0,288.0,982.0,,85.0,,21.0,182.0,183.0,2
,,,132.0,58.0,7.0,149.0,46.0,19.0,144.0,166.0,320.0,,83.0,,4.0,179.0,182.0,2
,,,164.0,64.0,11.0,163.0,42.0,20.0,163.0,176.0,387.0,,71.0,,0.0,189.0,196.0,3
,,,193.0,64.0,6.0,192.0,33.0,22.0,146.0,217.0,570.0,,76.0,,7.0,195.0,193.0,2
,,,180.0,59.0,9.0,167.0,39.0,20.0,134.0,186.0,418.0,,63.0,,17.0,197.0,204.0,1
,,,184.0,64.0,6.0,160.0,41.0,20.0,125.0,187.0,385.0,,66.0,,31.0,195.0,203.0,1
,,,211.0,65.0,11.0,212.0,31.0,24.0,165.0,229.0,673.0,,72.0,,16.0,188.0,196.0,0
,,,120.0,53.0,7.0,149.0,45.0,19.0,145.0,173.0,325.0,,85.0,,4.0,180.0,182.0,2
,,,177.0,55.0,10.0,210.0,32.0,24.0,166.0,219.0,657.0,,73.0,,2.0,187.0,194.0,0
,,,171.0,61.0,6.0,172.0,37.0,21.0,139.0,197.0,457.0,,72.0,,17.0,199.0,201.0,2
,,,150.0,61.0,7.0,137.0,49.0,18.0,140.0,156.0,278.0,,64.0,,23.0,196.0,205.0,3
,,,126.0,54.0,7.0,132.0,52.0,18.0,127.0,148.0,252.0,,72.0,,7.0,183.0,187.0,1
,,,215.0,69.0,10.0,200.0,33.0,23.0,147.0,220.0,598.0,,73.0,,6.0,187.0,194.0,0
,,,105.0,52.0,5.0,119.0,57.0,17.0,128.0,135.0,207.0,,86.0,,16.0,179.0,183.0,3
,,,159.0,66.0,6.0,151.0,44.0,19.0,146.0,175.0,343.0,,73.0,,0.0,186.0,190.0,2
,,,152.0,64.0,7.0,149.0,45.0,19.0,142.0,172.0,331.0,,74.0,,2.0,184.0,190.0,2
,,,140.0,56.0,7.0,130.0,51.0,18.0,120.0,151.0,251.0,,62.0,,29.0,201.0,207.0,0
,,,182.0,59.0,10.0,215.0,31.0,24.0,177.0,221.0,678.0,,74.0,,26.0,186.0,195.0,0
,,,149.0,60.0,8.0,133.0,50.0,18.0,134.0,153.0,265.0,,62.0,,18.0,201.0,209.0,3
,,,192.0,63.0,9.0,177.0,37.0,21.0,155.0,195.0,472.0,,65.0,,1.0,193.0,201.0,1
,,,190.0,58.0,10.0,222.0,30.0,25.0,171.0,224.0,728.0,,71.0,,6.0,189.0,198.0,0
,,,161.0,63.0,10.0,151.0,45.0,19.0,148.0,166.0,334.0,,65.0,,20.0,197.0,205.0,3
,,,162.0,64.0,8.0,137.0,48.0,18.0,145.0,156.0,281.0,,63.0,,12.0,203.0,210.0,3
,,,230.0,69.0,11.0,219.0,30.0,25.0,176.0,231.0,716.0,,71.0,,4.0,187.0,196.0,0
,,,192.0,64.0,9.0,177.0,38.0,21.0,135.0,194.0,465.0,,66.0,,35.0,195.0,205.0,1
,,,111.0,48.0,7.0,139.0,50.0,19.0,140.0,159.0,277.0,,85.0,,19.0,182.0,183.0,3
,,,221.0,68.0,11.0,207.0,32.0,24.0,164.0,228.0,638.0,,71.0,,26.0,189.0,200.0,1
,,,144.0,54.0,7.0,154.0,43.0,19.0,127.0,179.0,352.0,,71.0,,13.0,186.0,191.0,0
